# Time (hours),Membrane Thickness (cm),Voltage (V),Voltage Check(V),Current Density (A/cm^2),Current Density Check(A/cm^2),Power (W),Power Check(W)
0.326326,0.006687,2.036836,2.036836,0.721997,0.721997,1000.000000,1000.000000
0.327327,0.006667,2.037331,2.037331,0.721821,0.721821,1000.000000,1000.000000
0.328328,0.006647,2.037828,2.037828,0.721645,0.721645,1000.000000,1000.000000
0.329329,0.006627,2.038327,2.038327,0.721468,0.721468,1000.000000,1000.000000
0.330330,0.006608,2.038826,2.038826,0.721292,0.721292,1000.000000,1000.000000
0.331331,0.006588,2.039327,2.039327,0.721115,0.721115,1000.000000,1000.000000
0.332332,0.006568,2.039829,2.039829,0.720937,0.720937,1000.000000,1000.000000
0.333333,0.006548,2.040332,2.040332,0.720759,0.720759,1000.000000,1000.000000
0.334334,0.006529,2.040837,2.040837,0.720581,0.720581,1000.000000,1000.000000
0.335335,0.006509,2.041343,2.041343,0.720402,0.720402,1000.000000,1000.000000
0.336336,0.006490,2.041850,2.041850,0.720223,0.720223,1000.000000,1000.000000
0.337337,0.006470,2.042359,2.042359,0.720044,0.720044,1000.000000,1000.000000
0.338338,0.006451,2.042869,2.042869,0.719864,0.719864,1000.000000,1000.000000
0.339339,0.006431,2.043380,2.043380,0.719684,0.719684,1000.000000,1000.000000
0.340340,0.006412,2.043893,2.043893,0.719504,0.719504,1000.000000,1000.000000
0.341341,0.006393,2.044407,2.044407,0.719323,0.719323,1000.000000,1000.000000
0.342342,0.006374,2.044922,2.044922,0.719142,0.719142,1000.000000,1000.000000
0.343343,0.006355,2.045438,2.045438,0.718960,0.718960,1000.000000,1000.000000
0.344344,0.006335,2.045956,2.045956,0.718778,0.718778,1000.000000,1000.000000
0.345345,0.006316,2.046475,2.046475,0.718596,0.718596,1000.000000,1000.000000
0.346346,0.006298,2.046995,2.046995,0.718413,0.718413,1000.000000,1000.000000
0.347347,0.006279,2.047517,2.047517,0.718230,0.718230,1000.000000,1000.000000
0.348348,0.006260,2.048040,2.048040,0.718047,0.718047,1000.000000,1000.000000
0.349349,0.006241,2.048565,2.048565,0.717863,0.717863,1000.000000,1000.000000
0.350350,0.006222,2.049091,2.049091,0.717679,0.717679,1000.000000,1000.000000
0.351351,0.006204,2.049618,2.049618,0.717494,0.717494,1000.000000,1000.000000
0.352352,0.006185,2.050146,2.050146,0.717309,0.717309,1000.000000,1000.000000
0.353353,0.006167,2.050676,2.050676,0.717124,0.717124,1000.000000,1000.000000
0.354354,0.006148,2.051207,2.051207,0.716938,0.716938,1000.000000,1000.000000
0.355355,0.006130,2.051740,2.051740,0.716752,0.716752,1000.000000,1000.000000
0.356356,0.006111,2.052273,2.052273,0.716565,0.716565,1000.000000,1000.000000
0.357357,0.006093,2.052809,2.052809,0.716379,0.716379,1000.000000,1000.000000
0.358358,0.006075,2.053345,2.053345,0.716191,0.716191,1000.000000,1000.000000
0.359359,0.006056,2.053883,2.053883,0.716004,0.716004,1000.000000,1000.000000
0.360360,0.006038,2.054422,2.054422,0.715816,0.715816,1000.000000,1000.000000
0.361361,0.006020,2.054963,2.054963,0.715628,0.715628,1000.000000,1000.000000
0.362362,0.006002,2.055505,2.055505,0.715439,0.715439,1000.000000,1000.000000
0.363363,0.005984,2.056049,2.056049,0.715250,0.715250,1000.000000,1000.000000
0.364364,0.005966,2.056593,2.056593,0.715060,0.715060,1000.000000,1000.000000
0.365365,0.005948,2.057139,2.057139,0.714870,0.714870,1000.000000,1000.000000
0.366366,0.005930,2.057687,2.057687,0.714680,0.714680,1000.000000,1000.000000
0.367367,0.005913,2.058236,2.058236,0.714490,0.714490,1000.000000,1000.000000
0.368368,0.005895,2.058786,2.058786,0.714299,0.714299,1000.000000,1000.000000
0.369369,0.005877,2.059338,2.059338,0.714107,0.714107,1000.000000,1000.000000
0.370370,0.005860,2.059891,2.059891,0.713915,0.713915,1000.000000,1000.000000
0.371371,0.005842,2.060446,2.060446,0.713723,0.713723,1000.000000,1000.000000
0.372372,0.005825,2.061002,2.061002,0.713531,0.713531,1000.000000,1000.000000
0.373373,0.005807,2.061559,2.061559,0.713338,0.713338,1000.000000,1000.000000
0.374374,0.005790,2.062118,2.062118,0.713145,0.713145,1000.000000,1000.000000
0.375375,0.005772,2.062678,2.062678,0.712951,0.712951,1000.000000,1000.000000
0.376376,0.005755,2.063240,2.063240,0.712757,0.712757,1000.000000,1000.000000
0.377377,0.005738,2.063803,2.063803,0.712562,0.712562,1000.000000,1000.000000
0.378378,0.005721,2.064367,2.064367,0.712368,0.712368,1000.000000,1000.000000
0.379379,0.005703,2.064933,2.064933,0.712172,0.712172,1000.000000,1000.000000
0.380380,0.005686,2.065500,2.065500,0.711977,0.711977,1000.000000,1000.000000
0.381381,0.005669,2.066069,2.066069,0.711781,0.711781,1000.000000,1000.000000
0.382382,0.005652,2.066639,2.066639,0.711585,0.711585,1000.000000,1000.000000
0.383383,0.005635,2.067210,2.067210,0.711388,0.711388,1000.000000,1000.000000
0.384384,0.005618,2.067783,2.067783,0.711191,0.711191,1000.000000,1000.000000
0.385385,0.005602,2.068358,2.068358,0.710993,0.710993,1000.000000,1000.000000
0.386386,0.005585,2.068934,2.068934,0.710795,0.710795,1000.000000,1000.000000
0.387387,0.005568,2.069511,2.069511,0.710597,0.710597,1000.000000,1000.000000
0.388388,0.005551,2.070090,2.070090,0.710398,0.710398,1000.000000,1000.000000
0.389389,0.005535,2.070670,2.070670,0.710199,0.710199,1000.000000,1000.000000
0.390390,0.005518,2.071252,2.071252,0.710000,0.710000,1000.000000,1000.000000
0.391391,0.005502,2.071835,2.071835,0.709800,0.709800,1000.000000,1000.000000
0.392392,0.005485,2.072420,2.072420,0.709600,0.709600,1000.000000,1000.000000
0.393393,0.005469,2.073006,2.073006,0.709399,0.709399,1000.000000,1000.000000
0.394394,0.005452,2.073593,2.073593,0.709198,0.709198,1000.000000,1000.000000
0.395395,0.005436,2.074182,2.074182,0.708997,0.708997,1000.000000,1000.000000
0.396396,0.005420,2.074773,2.074773,0.708795,0.708795,1000.000000,1000.000000
0.397397,0.005403,2.075365,2.075365,0.708593,0.708593,1000.000000,1000.000000
0.398398,0.005387,2.075958,2.075958,0.708390,0.708390,1000.000000,1000.000000
0.399399,0.005371,2.076553,2.076553,0.708187,0.708187,1000.000000,1000.000000
0.400400,0.005355,2.077150,2.077150,0.707984,0.707984,1000.000000,1000.000000
0.401401,0.005339,2.077748,2.077748,0.707780,0.707780,1000.000000,1000.000000
0.402402,0.005323,2.078347,2.078347,0.707576,0.707576,1000.000000,1000.000000
0.403403,0.005307,2.078948,2.078948,0.707371,0.707371,1000.000000,1000.000000
0.404404,0.005291,2.079550,2.079550,0.707166,0.707166,1000.000000,1000.000000
0.405405,0.005275,2.080154,2.080154,0.706961,0.706961,1000.000000,1000.000000
0.406406,0.005259,2.080760,2.080760,0.706755,0.706755,1000.000000,1000.000000
0.407407,0.005243,2.081367,2.081367,0.706549,0.706549,1000.000000,1000.000000
0.408408,0.005228,2.081975,2.081975,0.706343,0.706343,1000.000000,1000.000000
0.409409,0.005212,2.082585,2.082585,0.706136,0.706136,1000.000000,1000.000000
0.410410,0.005196,2.083197,2.083197,0.705929,0.705929,1000.000000,1000.000000
0.411411,0.005181,2.083810,2.083810,0.705721,0.705721,1000.000000,1000.000000
0.412412,0.005165,2.084424,2.084424,0.705513,0.705513,1000.000000,1000.000000
0.413413,0.005150,2.085040,2.085040,0.705304,0.705304,1000.000000,1000.000000
0.414414,0.005134,2.085658,2.085658,0.705096,0.705096,1000.000000,1000.000000
0.415415,0.005119,2.086277,2.086277,0.704886,0.704886,1000.000000,1000.000000
0.416416,0.005104,2.086898,2.086898,0.704677,0.704677,1000.000000,1000.000000
0.417417,0.005088,2.087520,2.087520,0.704467,0.704467,1000.000000,1000.000000
0.418418,0.005073,2.088144,2.088144,0.704256,0.704256,1000.000000,1000.000000
0.419419,0.005058,2.088769,2.088769,0.704045,0.704045,1000.000000,1000.000000
0.420420,0.005043,2.089396,2.089396,0.703834,0.703834,1000.000000,1000.000000
0.421421,0.005028,2.090024,2.090024,0.703623,0.703623,1000.000000,1000.000000
0.422422,0.005012,2.090654,2.090654,0.703411,0.703411,1000.000000,1000.000000
0.423423,0.004997,2.091286,2.091286,0.703198,0.703198,1000.000000,1000.000000
0.424424,0.004982,2.091919,2.091919,0.702985,0.702985,1000.000000,1000.000000
0.425425,0.004968,2.092554,2.092554,0.702772,0.702772,1000.000000,1000.000000
0.426426,0.004953,2.093190,2.093190,0.702558,0.702558,1000.000000,1000.000000
0.427427,0.004938,2.093828,2.093828,0.702344,0.702344,1000.000000,1000.000000
0.428428,0.004923,2.094467,2.094467,0.702130,0.702130,1000.000000,1000.000000
0.429429,0.004908,2.095108,2.095108,0.701915,0.701915,1000.000000,1000.000000
0.430430,0.004893,2.095751,2.095751,0.701700,0.701700,1000.000000,1000.000000
0.431431,0.004879,2.096395,2.096395,0.701484,0.701484,1000.000000,1000.000000
0.432432,0.004864,2.097040,2.097040,0.701268,0.701268,1000.000000,1000.000000
0.433433,0.004850,2.097688,2.097688,0.701052,0.701052,1000.000000,1000.000000
0.434434,0.004835,2.098337,2.098337,0.700835,0.700835,1000.000000,1000.000000
0.435435,0.004821,2.098987,2.098987,0.700618,0.700618,1000.000000,1000.000000
0.436436,0.004806,2.099639,2.099639,0.700400,0.700400,1000.000000,1000.000000
0.437437,0.004792,2.100293,2.100293,0.700182,0.700182,1000.000000,1000.000000
0.438438,0.004777,2.100949,2.100949,0.699964,0.699964,1000.000000,1000.000000
0.439439,0.004763,2.101605,2.101605,0.699745,0.699745,1000.000000,1000.000000
0.440440,0.004749,2.102264,2.102264,0.699526,0.699526,1000.000000,1000.000000
0.441441,0.004734,2.102924,2.102924,0.699306,0.699306,1000.000000,1000.000000
0.442442,0.004720,2.103586,2.103586,0.699086,0.699086,1000.000000,1000.000000
0.443443,0.004706,2.104250,2.104250,0.698866,0.698866,1000.000000,1000.000000
0.444444,0.004692,2.104915,2.104915,0.698645,0.698645,1000.000000,1000.000000
0.445445,0.004678,2.105581,2.105581,0.698424,0.698424,1000.000000,1000.000000
0.446446,0.004664,2.106250,2.106250,0.698202,0.698202,1000.000000,1000.000000
0.447447,0.004650,2.106920,2.106920,0.697980,0.697980,1000.000000,1000.000000
0.448448,0.004636,2.107591,2.107591,0.697758,0.697758,1000.000000,1000.000000
0.449449,0.004622,2.108265,2.108265,0.697535,0.697535,1000.000000,1000.000000
0.450450,0.004608,2.108940,2.108940,0.697312,0.697312,1000.000000,1000.000000
0.451451,0.004594,2.109616,2.109616,0.697088,0.697088,1000.000000,1000.000000
0.452452,0.004581,2.110294,2.110294,0.696864,0.696864,1000.000000,1000.000000
0.453453,0.004567,2.110974,2.110974,0.696640,0.696640,1000.000000,1000.000000
0.454454,0.004553,2.111656,2.111656,0.696415,0.696415,1000.000000,1000.000000
0.455455,0.004540,2.112339,2.112339,0.696189,0.696189,1000.000000,1000.000000
0.456456,0.004526,2.113024,2.113024,0.695964,0.695964,1000.000000,1000.000000
0.457457,0.004512,2.113710,2.113710,0.695738,0.695738,1000.000000,1000.000000
0.458458,0.004499,2.114399,2.114399,0.695511,0.695511,1000.000000,1000.000000
0.459459,0.004485,2.115089,2.115089,0.695284,0.695284,1000.000000,1000.000000
0.460460,0.004472,2.115780,2.115780,0.695057,0.695057,1000.000000,1000.000000
0.461461,0.004459,2.116474,2.116474,0.694829,0.694829,1000.000000,1000.000000
0.462462,0.004445,2.117169,2.117169,0.694601,0.694601,1000.000000,1000.000000
0.463463,0.004432,2.117865,2.117865,0.694373,0.694373,1000.000000,1000.000000
0.464464,0.004419,2.118564,2.118564,0.694144,0.694144,1000.000000,1000.000000
0.465465,0.004405,2.119264,2.119264,0.693915,0.693915,1000.000000,1000.000000
0.466466,0.004392,2.119965,2.119965,0.693685,0.693685,1000.000000,1000.000000
0.467467,0.004379,2.120669,2.120669,0.693455,0.693455,1000.000000,1000.000000
0.468468,0.004366,2.121374,2.121374,0.693224,0.693224,1000.000000,1000.000000
0.469469,0.004353,2.122081,2.122081,0.692993,0.692993,1000.000000,1000.000000
0.470470,0.004340,2.122790,2.122790,0.692762,0.692762,1000.000000,1000.000000
0.471471,0.004327,2.123500,2.123500,0.692530,0.692530,1000.000000,1000.000000
0.472472,0.004314,2.124212,2.124212,0.692298,0.692298,1000.000000,1000.000000
0.473473,0.004301,2.124926,2.124926,0.692066,0.692066,1000.000000,1000.000000
0.474474,0.004288,2.125641,2.125641,0.691833,0.691833,1000.000000,1000.000000
0.475475,0.004275,2.126359,2.126359,0.691599,0.691599,1000.000000,1000.000000
0.476476,0.004262,2.127078,2.127078,0.691366,0.691366,1000.000000,1000.000000
0.477477,0.004249,2.127798,2.127798,0.691131,0.691131,1000.000000,1000.000000
0.478478,0.004237,2.128521,2.128521,0.690897,0.690897,1000.000000,1000.000000
0.479479,0.004224,2.129245,2.129245,0.690662,0.690662,1000.000000,1000.000000
0.480480,0.004211,2.129971,2.129971,0.690426,0.690426,1000.000000,1000.000000
0.481481,0.004199,2.130699,2.130699,0.690191,0.690191,1000.000000,1000.000000
0.482482,0.004186,2.131428,2.131428,0.689954,0.689954,1000.000000,1000.000000
0.483483,0.004173,2.132160,2.132160,0.689718,0.689718,1000.000000,1000.000000
0.484484,0.004161,2.132893,2.132893,0.689481,0.689481,1000.000000,1000.000000
0.485485,0.004148,2.133627,2.133627,0.689243,0.689243,1000.000000,1000.000000
0.486486,0.004136,2.134364,2.134364,0.689005,0.689005,1000.000000,1000.000000
0.487487,0.004124,2.135102,2.135102,0.688767,0.688767,1000.000000,1000.000000
0.488488,0.004111,2.135842,2.135842,0.688528,0.688528,1000.000000,1000.000000
0.489489,0.004099,2.136584,2.136584,0.688289,0.688289,1000.000000,1000.000000
0.490490,0.004087,2.137328,2.137328,0.688050,0.688050,1000.000000,1000.000000
0.491491,0.004074,2.138074,2.138074,0.687810,0.687810,1000.000000,1000.000000
0.492492,0.004062,2.138821,2.138821,0.687570,0.687570,1000.000000,1000.000000
0.493493,0.004050,2.139570,2.139570,0.687329,0.687329,1000.000000,1000.000000
0.494494,0.004038,2.140321,2.140321,0.687088,0.687088,1000.000000,1000.000000
0.495495,0.004026,2.141073,2.141073,0.686846,0.686846,1000.000000,1000.000000
0.496496,0.004014,2.141828,2.141828,0.686604,0.686604,1000.000000,1000.000000
0.497497,0.004002,2.142584,2.142584,0.686362,0.686362,1000.000000,1000.000000
0.498498,0.003990,2.143342,2.143342,0.686119,0.686119,1000.000000,1000.000000
0.499499,0.003978,2.144102,2.144102,0.685876,0.685876,1000.000000,1000.000000
0.500501,0.003966,2.144864,2.144864,0.685632,0.685632,1000.000000,1000.000000
0.501502,0.003954,2.145628,2.145628,0.685388,0.685388,1000.000000,1000.000000
0.502503,0.003942,2.146393,2.146393,0.685144,0.685144,1000.000000,1000.000000
0.503504,0.003930,2.147160,2.147160,0.684899,0.684899,1000.000000,1000.000000
0.504505,0.003918,2.147929,2.147929,0.684654,0.684654,1000.000000,1000.000000
0.505506,0.003907,2.148700,2.148700,0.684408,0.684408,1000.000000,1000.000000
0.506507,0.003895,2.149473,2.149473,0.684162,0.684162,1000.000000,1000.000000
0.507508,0.003883,2.150248,2.150248,0.683916,0.683916,1000.000000,1000.000000
0.508509,0.003872,2.151024,2.151024,0.683669,0.683669,1000.000000,1000.000000
0.509510,0.003860,2.151802,2.151802,0.683422,0.683422,1000.000000,1000.000000
0.510511,0.003848,2.152582,2.152582,0.683174,0.683174,1000.000000,1000.000000
0.511512,0.003837,2.153365,2.153365,0.682926,0.682926,1000.000000,1000.000000
0.512513,0.003825,2.154148,2.154148,0.682677,0.682677,1000.000000,1000.000000
0.513514,0.003814,2.154934,2.154934,0.682428,0.682428,1000.000000,1000.000000
0.514515,0.003802,2.155722,2.155722,0.682179,0.682179,1000.000000,1000.000000
0.515516,0.003791,2.156511,2.156511,0.681929,0.681929,1000.000000,1000.000000
0.516517,0.003780,2.157303,2.157303,0.681679,0.681679,1000.000000,1000.000000
0.517518,0.003768,2.158096,2.158096,0.681429,0.681429,1000.000000,1000.000000
0.518519,0.003757,2.158891,2.158891,0.681178,0.681178,1000.000000,1000.000000
0.519520,0.003746,2.159688,2.159688,0.680926,0.680926,1000.000000,1000.000000
0.520521,0.003735,2.160487,2.160487,0.680674,0.680674,1000.000000,1000.000000
0.521522,0.003723,2.161288,2.161288,0.680422,0.680422,1000.000000,1000.000000
0.522523,0.003712,2.162091,2.162091,0.680170,0.680170,1000.000000,1000.000000
0.523524,0.003701,2.162895,2.162895,0.679917,0.679917,1000.000000,1000.000000
0.524525,0.003690,2.163702,2.163702,0.679663,0.679663,1000.000000,1000.000000
0.525526,0.003679,2.164510,2.164510,0.679409,0.679409,1000.000000,1000.000000
0.526527,0.003668,2.165320,2.165320,0.679155,0.679155,1000.000000,1000.000000
0.527528,0.003657,2.166133,2.166133,0.678900,0.678900,1000.000000,1000.000000
0.528529,0.003646,2.166947,2.166947,0.678645,0.678645,1000.000000,1000.000000
0.529530,0.003635,2.167763,2.167763,0.678390,0.678390,1000.000000,1000.000000
0.530531,0.003624,2.168581,2.168581,0.678134,0.678134,1000.000000,1000.000000
0.531532,0.003613,2.169401,2.169401,0.677878,0.677878,1000.000000,1000.000000
0.532533,0.003602,2.170223,2.170223,0.677621,0.677621,1000.000000,1000.000000
0.533534,0.003592,2.171047,2.171047,0.677364,0.677364,1000.000000,1000.000000
0.534535,0.003581,2.171873,2.171873,0.677106,0.677106,1000.000000,1000.000000
0.535536,0.003570,2.172701,2.172701,0.676848,0.676848,1000.000000,1000.000000
0.536537,0.003559,2.173530,2.173530,0.676590,0.676590,1000.000000,1000.000000
0.537538,0.003549,2.174362,2.174362,0.676331,0.676331,1000.000000,1000.000000
0.538539,0.003538,2.175195,2.175195,0.676072,0.676072,1000.000000,1000.000000
0.539540,0.003527,2.176031,2.176031,0.675812,0.675812,1000.000000,1000.000000
0.540541,0.003517,2.176869,2.176869,0.675552,0.675552,1000.000000,1000.000000
0.541542,0.003506,2.177708,2.177708,0.675292,0.675292,1000.000000,1000.000000
0.542543,0.003496,2.178550,2.178550,0.675031,0.675031,1000.000000,1000.000000
0.543544,0.003485,2.179393,2.179393,0.674770,0.674770,1000.000000,1000.000000
0.544545,0.003475,2.180239,2.180239,0.674508,0.674508,1000.000000,1000.000000
0.545546,0.003464,2.181086,2.181086,0.674246,0.674246,1000.000000,1000.000000
0.546547,0.003454,2.181935,2.181935,0.673983,0.673983,1000.000000,1000.000000
0.547548,0.003444,2.182787,2.182787,0.673720,0.673720,1000.000000,1000.000000
0.548549,0.003433,2.183640,2.183640,0.673457,0.673457,1000.000000,1000.000000
0.549550,0.003423,2.184496,2.184496,0.673193,0.673193,1000.000000,1000.000000
0.550551,0.003413,2.185353,2.185353,0.672929,0.672929,1000.000000,1000.000000
0.551552,0.003403,2.186213,2.186213,0.672665,0.672665,1000.000000,1000.000000
0.552553,0.003392,2.187074,2.187074,0.672400,0.672400,1000.000000,1000.000000
0.553554,0.003382,2.187937,2.187937,0.672135,0.672135,1000.000000,1000.000000
0.554555,0.003372,2.188803,2.188803,0.671869,0.671869,1000.000000,1000.000000
0.555556,0.003362,2.189670,2.189670,0.671603,0.671603,1000.000000,1000.000000
0.556557,0.003352,2.190540,2.190540,0.671336,0.671336,1000.000000,1000.000000
0.557558,0.003342,2.191411,2.191411,0.671069,0.671069,1000.000000,1000.000000
0.558559,0.003332,2.192285,2.192285,0.670802,0.670802,1000.000000,1000.000000
0.559560,0.003322,2.193161,2.193161,0.670534,0.670534,1000.000000,1000.000000
0.560561,0.003312,2.194038,2.194038,0.670266,0.670266,1000.000000,1000.000000
0.561562,0.003302,2.194918,2.194918,0.669997,0.669997,1000.000000,1000.000000
0.562563,0.003292,2.195800,2.195800,0.669728,0.669728,1000.000000,1000.000000
0.563564,0.003282,2.196684,2.196684,0.669458,0.669458,1000.000000,1000.000000
0.564565,0.003272,2.197569,2.197569,0.669189,0.669189,1000.000000,1000.000000
0.565566,0.003263,2.198457,2.198457,0.668918,0.668918,1000.000000,1000.000000
0.566567,0.003253,2.199347,2.199347,0.668648,0.668648,1000.000000,1000.000000
0.567568,0.003243,2.200239,2.200239,0.668376,0.668376,1000.000000,1000.000000
0.568569,0.003233,2.201133,2.201133,0.668105,0.668105,1000.000000,1000.000000
0.569570,0.003224,2.202030,2.202030,0.667833,0.667833,1000.000000,1000.000000
0.570571,0.003214,2.202928,2.202928,0.667561,0.667561,1000.000000,1000.000000
0.571572,0.003204,2.203828,2.203828,0.667288,0.667288,1000.000000,1000.000000
0.572573,0.003195,2.204731,2.204731,0.667015,0.667015,1000.000000,1000.000000
0.573574,0.003185,2.205635,2.205635,0.666741,0.666741,1000.000000,1000.000000
0.574575,0.003176,2.206542,2.206542,0.666467,0.666467,1000.000000,1000.000000
0.575576,0.003166,2.207451,2.207451,0.666193,0.666193,1000.000000,1000.000000
0.576577,0.003157,2.208361,2.208361,0.665918,0.665918,1000.000000,1000.000000
0.577578,0.003147,2.209274,2.209274,0.665643,0.665643,1000.000000,1000.000000
0.578579,0.003138,2.210189,2.210189,0.665368,0.665368,1000.000000,1000.000000
0.579580,0.003128,2.211107,2.211107,0.665092,0.665092,1000.000000,1000.000000
0.580581,0.003119,2.212026,2.212026,0.664815,0.664815,1000.000000,1000.000000
0.581582,0.003109,2.212947,2.212947,0.664538,0.664538,1000.000000,1000.000000
0.582583,0.003100,2.213871,2.213871,0.664261,0.664261,1000.000000,1000.000000
0.583584,0.003091,2.214796,2.214796,0.663983,0.663983,1000.000000,1000.000000
0.584585,0.003082,2.215724,2.215724,0.663705,0.663705,1000.000000,1000.000000
0.585586,0.003072,2.216654,2.216654,0.663427,0.663427,1000.000000,1000.000000
0.586587,0.003063,2.217586,2.217586,0.663148,0.663148,1000.000000,1000.000000
0.587588,0.003054,2.218520,2.218520,0.662869,0.662869,1000.000000,1000.000000
0.588589,0.003045,2.219457,2.219457,0.662589,0.662589,1000.000000,1000.000000
0.589590,0.003036,2.220395,2.220395,0.662309,0.662309,1000.000000,1000.000000
0.590591,0.003027,2.221336,2.221336,0.662029,0.662029,1000.000000,1000.000000
0.591592,0.003017,2.222279,2.222279,0.661748,0.661748,1000.000000,1000.000000
0.592593,0.003008,2.223224,2.223224,0.661467,0.661467,1000.000000,1000.000000
0.593594,0.002999,2.224171,2.224171,0.661185,0.661185,1000.000000,1000.000000
0.594595,0.002990,2.225120,2.225120,0.660903,0.660903,1000.000000,1000.000000
0.595596,0.002981,2.226072,2.226072,0.660620,0.660620,1000.000000,1000.000000
0.596597,0.002973,2.227025,2.227025,0.660337,0.660337,1000.000000,1000.000000
0.597598,0.002964,2.227981,2.227981,0.660054,0.660054,1000.000000,1000.000000
0.598599,0.002955,2.228939,2.228939,0.659770,0.659770,1000.000000,1000.000000
0.599600,0.002946,2.229900,2.229900,0.659486,0.659486,1000.000000,1000.000000
0.600601,0.002937,2.230862,2.230862,0.659202,0.659202,1000.000000,1000.000000
0.601602,0.002928,2.231827,2.231827,0.658917,0.658917,1000.000000,1000.000000
0.602603,0.002919,2.232794,2.232794,0.658632,0.658632,1000.000000,1000.000000
0.603604,0.002911,2.233763,2.233763,0.658346,0.658346,1000.000000,1000.000000
0.604605,0.002902,2.234734,2.234734,0.658060,0.658060,1000.000000,1000.000000
0.605606,0.002893,2.235707,2.235707,0.657773,0.657773,1000.000000,1000.000000
0.606607,0.002885,2.236683,2.236683,0.657486,0.657486,1000.000000,1000.000000
0.607608,0.002876,2.237661,2.237661,0.657199,0.657199,1000.000000,1000.000000
0.608609,0.002867,2.238641,2.238641,0.656911,0.656911,1000.000000,1000.000000
0.609610,0.002859,2.239623,2.239623,0.656623,0.656623,1000.000000,1000.000000
0.610611,0.002850,2.240608,2.240608,0.656334,0.656334,1000.000000,1000.000000
0.611612,0.002842,2.241595,2.241595,0.656045,0.656045,1000.000000,1000.000000
0.612613,0.002833,2.242584,2.242584,0.655756,0.655756,1000.000000,1000.000000
0.613614,0.002825,2.243575,2.243575,0.655466,0.655466,1000.000000,1000.000000
0.614615,0.002816,2.244569,2.244569,0.655176,0.655176,1000.000000,1000.000000
0.615616,0.002808,2.245565,2.245565,0.654886,0.654886,1000.000000,1000.000000
0.616617,0.002799,2.246563,2.246563,0.654595,0.654595,1000.000000,1000.000000
0.617618,0.002791,2.247563,2.247563,0.654303,0.654303,1000.000000,1000.000000
0.618619,0.002782,2.248566,2.248566,0.654012,0.654012,1000.000000,1000.000000
0.619620,0.002774,2.249571,2.249571,0.653719,0.653719,1000.000000,1000.000000
0.620621,0.002766,2.250578,2.250578,0.653427,0.653427,1000.000000,1000.000000
0.621622,0.002758,2.251587,2.251587,0.653134,0.653134,1000.000000,1000.000000
0.622623,0.002749,2.252599,2.252599,0.652841,0.652841,1000.000000,1000.000000
0.623624,0.002741,2.253613,2.253613,0.652547,0.652547,1000.000000,1000.000000
0.624625,0.002733,2.254630,2.254630,0.652253,0.652253,1000.000000,1000.000000
0.625626,0.002725,2.255648,2.255648,0.651958,0.651958,1000.000000,1000.000000
0.626627,0.002716,2.256669,2.256669,0.651663,0.651663,1000.000000,1000.000000
0.627628,0.002708,2.257692,2.257692,0.651368,0.651368,1000.000000,1000.000000
0.628629,0.002700,2.258718,2.258718,0.651072,0.651072,1000.000000,1000.000000
0.629630,0.002692,2.259746,2.259746,0.650776,0.650776,1000.000000,1000.000000
0.630631,0.002684,2.260776,2.260776,0.650479,0.650479,1000.000000,1000.000000
0.631632,0.002676,2.261808,2.261808,0.650183,0.650183,1000.000000,1000.000000
0.632633,0.002668,2.262843,2.262843,0.649885,0.649885,1000.000000,1000.000000
0.633634,0.002660,2.263880,2.263880,0.649587,0.649587,1000.000000,1000.000000
0.634635,0.002652,2.264920,2.264920,0.649289,0.649289,1000.000000,1000.000000
0.635636,0.002644,2.265961,2.265961,0.648991,0.648991,1000.000000,1000.000000
0.636637,0.002636,2.267006,2.267006,0.648692,0.648692,1000.000000,1000.000000
0.637638,0.002628,2.268052,2.268052,0.648393,0.648393,1000.000000,1000.000000
0.638639,0.002620,2.269101,2.269101,0.648093,0.648093,1000.000000,1000.000000
0.639640,0.002612,2.270152,2.270152,0.647793,0.647793,1000.000000,1000.000000
0.640641,0.002605,2.271206,2.271206,0.647492,0.647492,1000.000000,1000.000000
0.641642,0.002597,2.272261,2.272261,0.647191,0.647191,1000.000000,1000.000000
0.642643,0.002589,2.273320,2.273320,0.646890,0.646890,1000.000000,1000.000000
0.643644,0.002581,2.274380,2.274380,0.646589,0.646589,1000.000000,1000.000000
0.644645,0.002573,2.275443,2.275443,0.646286,0.646286,1000.000000,1000.000000
0.645646,0.002566,2.276509,2.276509,0.645984,0.645984,1000.000000,1000.000000
0.646647,0.002558,2.277576,2.277576,0.645681,0.645681,1000.000000,1000.000000
0.647648,0.002550,2.278647,2.278647,0.645378,0.645378,1000.000000,1000.000000
0.648649,0.002543,2.279719,2.279719,0.645074,0.645074,1000.000000,1000.000000
0.649650,0.002535,2.280794,2.280794,0.644770,0.644770,1000.000000,1000.000000
0.650651,0.002528,2.281871,2.281871,0.644466,0.644466,1000.000000,1000.000000
0.651652,0.002520,2.282951,2.282951,0.644161,0.644161,1000.000000,1000.000000
0.652653,0.002512,2.284033,2.284033,0.643856,0.643856,1000.000000,1000.000000
0.653654,0.002505,2.285118,2.285118,0.643550,0.643550,1000.000000,1000.000000
0.654655,0.002497,2.286205,2.286205,0.643244,0.643244,1000.000000,1000.000000
0.655656,0.002490,2.287294,2.287294,0.642938,0.642938,1000.000000,1000.000000
0.656657,0.002482,2.288386,2.288386,0.642631,0.642631,1000.000000,1000.000000
