# Time (hours),k1,k2,k3,final_time
699900,1.88637,0.12167,0.00176078,800000
700701,1.88637,0.12167,0.00176078,800000
701502,1.88637,0.12167,0.00176078,800000
702302,1.88637,0.12167,0.00176078,800000
703103,1.88637,0.12167,0.00176078,800000
703904,1.88637,0.12167,0.00176078,800000
704705,1.88637,0.12167,0.00176078,800000
705506,1.88637,0.12167,0.00176078,800000
706306,1.88637,0.12167,0.00176078,800000
707107,1.88637,0.12167,0.00176078,800000
707908,1.88637,0.12167,0.00176078,800000
708709,1.88637,0.12167,0.00176078,800000
709510,1.88637,0.12167,0.00176078,800000
710310,1.88637,0.12167,0.00176078,800000
711111,1.88637,0.12167,0.00176078,800000
711912,1.88637,0.12167,0.00176078,800000
712713,1.88637,0.12167,0.00176078,800000
713514,1.88637,0.12167,0.00176078,800000
714314,1.88637,0.12167,0.00176078,800000
715115,1.88637,0.12167,0.00176078,800000
715916,1.88637,0.12167,0.00176078,800000
716717,1.88637,0.12167,0.00176078,800000
717518,1.88637,0.12167,0.00176078,800000
718318,1.88637,0.12167,0.00176078,800000
