# Time (hours),k1,k2,k3
0.690691,1.886367,0.121670,0.001761
0.691692,1.886367,0.121670,0.001761
0.692693,1.886367,0.121670,0.001761
0.693694,1.886367,0.121670,0.001761
0.694695,1.886367,0.121670,0.001761
0.695696,1.886367,0.121670,0.001761
0.696697,1.886367,0.121670,0.001761
0.697698,1.886367,0.121670,0.001761
0.698699,1.886367,0.121670,0.001761
0.699700,1.886367,0.121670,0.001761
0.700701,1.886367,0.121670,0.001761
0.701702,1.886367,0.121670,0.001761
0.702703,1.886367,0.121670,0.001761
0.703704,1.886367,0.121670,0.001761
0.704705,1.886367,0.121670,0.001761
0.705706,1.886367,0.121670,0.001761
0.706707,1.886367,0.121670,0.001761
0.707708,1.886367,0.121670,0.001761
0.708709,1.886367,0.121670,0.001761
0.709710,1.886367,0.121670,0.001761
0.710711,1.886367,0.121670,0.001761
0.711712,1.886367,0.121670,0.001761
0.712713,1.886367,0.121670,0.001761
0.713714,1.886367,0.121670,0.001761
0.714715,1.886367,0.121670,0.001761
0.715716,1.886367,0.121670,0.001761
0.716717,1.886367,0.121670,0.001761
0.717718,1.886367,0.121670,0.001761
0.718719,1.886367,0.121670,0.001761
0.719720,1.886367,0.121670,0.001761
0.720721,1.886367,0.121670,0.001761
0.721722,1.886367,0.121670,0.001761
0.722723,1.886367,0.121670,0.001761
0.723724,1.886367,0.121670,0.001761
0.724725,1.886367,0.121670,0.001761
0.725726,1.886367,0.121670,0.001761
0.726727,1.886367,0.121670,0.001761
0.727728,1.886367,0.121670,0.001761
0.728729,1.886367,0.121670,0.001761
0.729730,1.886367,0.121670,0.001761
0.730731,1.886367,0.121670,0.001761
0.731732,1.886367,0.121670,0.001761
0.732733,1.886367,0.121670,0.001761
0.733734,1.886367,0.121670,0.001761
0.734735,1.886367,0.121670,0.001761
0.735736,1.886367,0.121670,0.001761
0.736737,1.886367,0.121670,0.001761
0.737738,1.886367,0.121670,0.001761
0.738739,1.886367,0.121670,0.001761
0.739740,1.886367,0.121670,0.001761
0.740741,1.886367,0.121670,0.001761
0.741742,1.886367,0.121670,0.001761
0.742743,1.886367,0.121670,0.001761
0.743744,1.886367,0.121670,0.001761
0.744745,1.886367,0.121670,0.001761
0.745746,1.886367,0.121670,0.001761
0.746747,1.886367,0.121670,0.001761
0.747748,1.886367,0.121670,0.001761
0.748749,1.886367,0.121670,0.001761
0.749750,1.886367,0.121670,0.001761
0.750751,1.886367,0.121670,0.001761
0.751752,1.886367,0.121670,0.001761
0.752753,1.886367,0.121670,0.001761
0.753754,1.886367,0.121670,0.001761
0.754755,1.886367,0.121670,0.001761
0.755756,1.886367,0.121670,0.001761
0.756757,1.886367,0.121670,0.001761
0.757758,1.886367,0.121670,0.001761
0.758759,1.886367,0.121670,0.001761
0.759760,1.886367,0.121670,0.001761
0.760761,1.886367,0.121670,0.001761
0.761762,1.886367,0.121670,0.001761
0.762763,1.886367,0.121670,0.001761
0.763764,1.886367,0.121670,0.001761
0.764765,1.886367,0.121670,0.001761
0.765766,1.886367,0.121670,0.001761
0.766767,1.886367,0.121670,0.001761
0.767768,1.886367,0.121670,0.001761
0.768769,1.886367,0.121670,0.001761
0.769770,1.886367,0.121670,0.001761
0.770771,1.886367,0.121670,0.001761
0.771772,1.886367,0.121670,0.001761
0.772773,1.886367,0.121670,0.001761
0.773774,1.886367,0.121670,0.001761
0.774775,1.886367,0.121670,0.001761
0.775776,1.886367,0.121670,0.001761
0.776777,1.886367,0.121670,0.001761
0.777778,1.886367,0.121670,0.001761
0.778779,1.886367,0.121670,0.001761
0.779780,1.886367,0.121670,0.001761
0.780781,1.886367,0.121670,0.001761
0.781782,1.886367,0.121670,0.001761
0.782783,1.886367,0.121670,0.001761
0.783784,1.886367,0.121670,0.001761
0.784785,1.886367,0.121670,0.001761
0.785786,1.886367,0.121670,0.001761
0.786787,1.886367,0.121670,0.001761
0.787788,1.886367,0.121670,0.001761
0.788789,1.886367,0.121670,0.001761
0.789790,1.886367,0.121670,0.001761
0.790791,1.886367,0.121670,0.001761
0.791792,1.886367,0.121670,0.001761
0.792793,1.886367,0.121670,0.001761
0.793794,1.886367,0.121670,0.001761
0.794795,1.886367,0.121670,0.001761
0.795796,1.886367,0.121670,0.001761
0.796797,1.886367,0.121670,0.001761
0.797798,1.886367,0.121670,0.001761
0.798799,1.886367,0.121670,0.001761
0.799800,1.886367,0.121670,0.001761
0.800801,1.886367,0.121670,0.001761
0.801802,1.886367,0.121670,0.001761
0.802803,1.886367,0.121670,0.001761
0.803804,1.886367,0.121670,0.001761
0.804805,1.886367,0.121670,0.001761
0.805806,1.886367,0.121670,0.001761
0.806807,1.886367,0.121670,0.001761
0.807808,1.886367,0.121670,0.001761
0.808809,1.886367,0.121670,0.001761
0.809810,1.886367,0.121670,0.001761
0.810811,1.886367,0.121670,0.001761
0.811812,1.886367,0.121670,0.001761
0.812813,1.886367,0.121670,0.001761
0.813814,1.886367,0.121670,0.001761
0.814815,1.886367,0.121670,0.001761
0.815816,1.886367,0.121670,0.001761
0.816817,1.886367,0.121670,0.001761
0.817818,1.886367,0.121670,0.001761
0.818819,1.886367,0.121670,0.001761
0.819820,1.886367,0.121670,0.001761
0.820821,1.886367,0.121670,0.001761
0.821822,1.886367,0.121670,0.001761
0.822823,1.886367,0.121670,0.001761
0.823824,1.886367,0.121670,0.001761
0.824825,1.886367,0.121670,0.001761
0.825826,1.886367,0.121670,0.001761
0.826827,1.886367,0.121670,0.001761
0.827828,1.886367,0.121670,0.001761
0.828829,1.886367,0.121670,0.001761
0.829830,1.886367,0.121670,0.001761
0.830831,1.886367,0.121670,0.001761
0.831832,1.886367,0.121670,0.001761
0.832833,1.886367,0.121670,0.001761
0.833834,1.886367,0.121670,0.001761
0.834835,1.886367,0.121670,0.001761
0.835836,1.886367,0.121670,0.001761
0.836837,1.886367,0.121670,0.001761
0.837838,1.886367,0.121670,0.001761
0.838839,1.886367,0.121670,0.001761
0.839840,1.886367,0.121670,0.001761
0.840841,1.886367,0.121670,0.001761
0.841842,1.886367,0.121670,0.001761
0.842843,1.886367,0.121670,0.001761
0.843844,1.886367,0.121670,0.001761
0.844845,1.886367,0.121670,0.001761
0.845846,1.886367,0.121670,0.001761
0.846847,1.886367,0.121670,0.001761
0.847848,1.886367,0.121670,0.001761
0.848849,1.886367,0.121670,0.001761
0.849850,1.886367,0.121670,0.001761
0.850851,1.886367,0.121670,0.001761
0.851852,1.886367,0.121670,0.001761
0.852853,1.886367,0.121670,0.001761
0.853854,1.886367,0.121670,0.001761
0.854855,1.886367,0.121670,0.001761
0.855856,1.886367,0.121670,0.001761
0.856857,1.886367,0.121670,0.001761
0.857858,1.886367,0.121670,0.001761
0.858859,1.886367,0.121670,0.001761
0.859860,1.886367,0.121670,0.001761
0.860861,1.886367,0.121670,0.001761
0.861862,1.886367,0.121670,0.001761
0.862863,1.886367,0.121670,0.001761
0.863864,1.886367,0.121670,0.001761
0.864865,1.886367,0.121670,0.001761
0.865866,1.886367,0.121670,0.001761
0.866867,1.886367,0.121670,0.001761
0.867868,1.886367,0.121670,0.001761
0.868869,1.886367,0.121670,0.001761
0.869870,1.886367,0.121670,0.001761
0.870871,1.886367,0.121670,0.001761
0.871872,1.886367,0.121670,0.001761
0.872873,1.886367,0.121670,0.001761
0.873874,1.886367,0.121670,0.001761
0.874875,1.886367,0.121670,0.001761
0.875876,1.886367,0.121670,0.001761
0.876877,1.886367,0.121670,0.001761
0.877878,1.886367,0.121670,0.001761
0.878879,1.886367,0.121670,0.001761
0.879880,1.886367,0.121670,0.001761
0.880881,1.886367,0.121670,0.001761
0.881882,1.886367,0.121670,0.001761
0.882883,1.886367,0.121670,0.001761
0.883884,1.886367,0.121670,0.001761
0.884885,1.886367,0.121670,0.001761
0.885886,1.886367,0.121670,0.001761
0.886887,1.886367,0.121670,0.001761
0.887888,1.886367,0.121670,0.001761
0.888889,1.886367,0.121670,0.001761
0.889890,1.886367,0.121670,0.001761
0.890891,1.886367,0.121670,0.001761
0.891892,1.886367,0.121670,0.001761
0.892893,1.886367,0.121670,0.001761
0.893894,1.886367,0.121670,0.001761
0.894895,1.886367,0.121670,0.001761
0.895896,1.886367,0.121670,0.001761
0.896897,1.886367,0.121670,0.001761
0.897898,1.886367,0.121670,0.001761
0.898899,1.886367,0.121670,0.001761
0.899900,1.886367,0.121670,0.001761
0.900901,1.886367,0.121670,0.001761
0.901902,1.886367,0.121670,0.001761
0.902903,1.886367,0.121670,0.001761
0.903904,1.886367,0.121670,0.001761
0.904905,1.886367,0.121670,0.001761
0.905906,1.886367,0.121670,0.001761
0.906907,1.886367,0.121670,0.001761
0.907908,1.886367,0.121670,0.001761
0.908909,1.886367,0.121670,0.001761
0.909910,1.886367,0.121670,0.001761
0.910911,1.886367,0.121670,0.001761
0.911912,1.886367,0.121670,0.001761
0.912913,1.886367,0.121670,0.001761
0.913914,1.886367,0.121670,0.001761
0.914915,1.886367,0.121670,0.001761
0.915916,1.886367,0.121670,0.001761
0.916917,1.886367,0.121670,0.001761
0.917918,1.886367,0.121670,0.001761
0.918919,1.886367,0.121670,0.001761
0.919920,1.886367,0.121670,0.001761
0.920921,1.886367,0.121670,0.001761
0.921922,1.886367,0.121670,0.001761
0.922923,1.886367,0.121670,0.001761
0.923924,1.886367,0.121670,0.001761
0.924925,1.886367,0.121670,0.001761
0.925926,1.886367,0.121670,0.001761
0.926927,1.886367,0.121670,0.001761
0.927928,1.886367,0.121670,0.001761
0.928929,1.886367,0.121670,0.001761
0.929930,1.886367,0.121670,0.001761
0.930931,1.886367,0.121670,0.001761
0.931932,1.886367,0.121670,0.001761
0.932933,1.886367,0.121670,0.001761
0.933934,1.886367,0.121670,0.001761
0.934935,1.886367,0.121670,0.001761
0.935936,1.886367,0.121670,0.001761
0.936937,1.886367,0.121670,0.001761
0.937938,1.886367,0.121670,0.001761
0.938939,1.886367,0.121670,0.001761
0.939940,1.886367,0.121670,0.001761
0.940941,1.886367,0.121670,0.001761
0.941942,1.886367,0.121670,0.001761
0.942943,1.886367,0.121670,0.001761
0.943944,1.886367,0.121670,0.001761
0.944945,1.886367,0.121670,0.001761
0.945946,1.886367,0.121670,0.001761
0.946947,1.886367,0.121670,0.001761
0.947948,1.886367,0.121670,0.001761
0.948949,1.886367,0.121670,0.001761
0.949950,1.886367,0.121670,0.001761
0.950951,1.886367,0.121670,0.001761
0.951952,1.886367,0.121670,0.001761
0.952953,1.886367,0.121670,0.001761
0.953954,1.886367,0.121670,0.001761
0.954955,1.886367,0.121670,0.001761
0.955956,1.886367,0.121670,0.001761
0.956957,1.886367,0.121670,0.001761
0.957958,1.886367,0.121670,0.001761
0.958959,1.886367,0.121670,0.001761
0.959960,1.886367,0.121670,0.001761
0.960961,1.886367,0.121670,0.001761
0.961962,1.886367,0.121670,0.001761
0.962963,1.886367,0.121670,0.001761
0.963964,1.886367,0.121670,0.001761
0.964965,1.886367,0.121670,0.001761
0.965966,1.886367,0.121670,0.001761
0.966967,1.886367,0.121670,0.001761
0.967968,1.886367,0.121670,0.001761
0.968969,1.886367,0.121670,0.001761
0.969970,1.886367,0.121670,0.001761
0.970971,1.886367,0.121670,0.001761
0.971972,1.886367,0.121670,0.001761
0.972973,1.886367,0.121670,0.001761
0.973974,1.886367,0.121670,0.001761
0.974975,1.886367,0.121670,0.001761
0.975976,1.886367,0.121670,0.001761
0.976977,1.886367,0.121670,0.001761
0.977978,1.886367,0.121670,0.001761
0.978979,1.886367,0.121670,0.001761
0.979980,1.886367,0.121670,0.001761
0.980981,1.886367,0.121670,0.001761
0.981982,1.886367,0.121670,0.001761
0.982983,1.886367,0.121670,0.001761
0.983984,1.886367,0.121670,0.001761
0.984985,1.886367,0.121670,0.001761
0.985986,1.886367,0.121670,0.001761
0.986987,1.886367,0.121670,0.001761
0.987988,1.886367,0.121670,0.001761
0.988989,1.886367,0.121670,0.001761
0.989990,1.886367,0.121670,0.001761
0.990991,1.886367,0.121670,0.001761
0.991992,1.886367,0.121670,0.001761
0.992993,1.886367,0.121670,0.001761
0.993994,1.886367,0.121670,0.001761
0.994995,1.886367,0.121670,0.001761
0.995996,1.886367,0.121670,0.001761
0.996997,1.886367,0.121670,0.001761
0.997998,1.886367,0.121670,0.001761
0.998999,1.886367,0.121670,0.001761
1.000000,1.886367,0.121670,0.001761
