# Time (hours),Membrane Thickness (cm),Voltage (V),Current Density (A/cm2),Power (W),CHO (mol/m3),CH2O2 (mol/m3),FRR (g/cm2/h)
0,0.0178,1.92879,0.762442,1000,8.79651e-12,1.12392e+06,6.93945e-08
0.001001,0.0177661,1.92893,0.762442,1000.07,8.79651e-12,1.12392e+06,6.93945e-08
0.002002,0.0177323,1.92906,0.76239,1000.07,8.79652e-12,1.12398e+06,6.92624e-08
0.003003,0.0176985,1.92919,0.762339,1000.07,8.79652e-12,1.12405e+06,6.91306e-08
0.004004,0.0176648,1.92932,0.762287,1000.07,8.79653e-12,1.12411e+06,6.89991e-08
0.00500501,0.0176312,1.92946,0.762235,1000.08,8.79653e-12,1.12418e+06,6.88678e-08
0.00600601,0.0175977,1.92959,0.762183,1000.08,8.79654e-12,1.12425e+06,6.87367e-08
0.00700701,0.0175642,1.92972,0.762131,1000.08,8.79654e-12,1.12432e+06,6.86059e-08
0.00800801,0.0175307,1.92985,0.762079,1000.08,8.79655e-12,1.12438e+06,6.84753e-08
0.00900901,0.0174973,1.92998,0.762027,1000.08,8.79655e-12,1.12445e+06,6.8345e-08
0.01001,0.017464,1.93012,0.761975,1000.08,8.79656e-12,1.12452e+06,6.8215e-08
0.011011,0.0174308,1.93025,0.761922,1000.08,8.79656e-12,1.12458e+06,6.80851e-08
0.012012,0.0173976,1.93038,0.76187,1000.08,8.79657e-12,1.12465e+06,6.79556e-08
0.013013,0.0173645,1.93052,0.761817,1000.08,8.79658e-12,1.12472e+06,6.78263e-08
0.014014,0.0173314,1.93065,0.761765,1000.08,8.79658e-12,1.12479e+06,6.76972e-08
0.015015,0.0172984,1.93078,0.761712,1000.08,8.79659e-12,1.12486e+06,6.75684e-08
0.016016,0.0172655,1.93092,0.761659,1000.08,8.79659e-12,1.12492e+06,6.74398e-08
0.017017,0.0172326,1.93105,0.761606,1000.08,8.7966e-12,1.12499e+06,6.73114e-08
0.018018,0.0171998,1.93119,0.761553,1000.08,8.7966e-12,1.12506e+06,6.71833e-08
0.019019,0.0171671,1.93132,0.7615,1000.08,8.79661e-12,1.12513e+06,6.70555e-08
0.02002,0.0171344,1.93146,0.761447,1000.08,8.79661e-12,1.1252e+06,6.69279e-08
0.021021,0.0171018,1.93159,0.761394,1000.08,8.79662e-12,1.12527e+06,6.68005e-08
0.022022,0.0170692,1.93173,0.761341,1000.08,8.79663e-12,1.12533e+06,6.66734e-08
0.023023,0.0170367,1.93186,0.761287,1000.08,8.79663e-12,1.1254e+06,6.65465e-08
0.024024,0.0170043,1.932,0.761234,1000.08,8.79664e-12,1.12547e+06,6.64199e-08
0.025025,0.0169719,1.93213,0.76118,1000.08,8.79664e-12,1.12554e+06,6.62935e-08
0.026026,0.0169396,1.93227,0.761127,1000.08,8.79665e-12,1.12561e+06,6.61673e-08
0.027027,0.0169074,1.93241,0.761073,1000.08,8.79665e-12,1.12568e+06,6.60414e-08
0.028028,0.0168752,1.93254,0.761019,1000.08,8.79666e-12,1.12575e+06,6.59157e-08
0.029029,0.0168431,1.93268,0.760965,1000.08,8.79667e-12,1.12582e+06,6.57903e-08
0.03003,0.016811,1.93282,0.760911,1000.08,8.79667e-12,1.12589e+06,6.56651e-08
0.031031,0.016779,1.93296,0.760857,1000.08,8.79668e-12,1.12596e+06,6.55401e-08
0.032032,0.0167471,1.93309,0.760803,1000.08,8.79668e-12,1.12603e+06,6.54154e-08
0.033033,0.0167152,1.93323,0.760749,1000.08,8.79669e-12,1.1261e+06,6.52909e-08
0.034034,0.0166834,1.93337,0.760694,1000.08,8.79669e-12,1.12617e+06,6.51666e-08
0.035035,0.0166516,1.93351,0.76064,1000.08,8.7967e-12,1.12624e+06,6.50426e-08
0.036036,0.0166199,1.93365,0.760585,1000.08,8.7967e-12,1.12631e+06,6.49188e-08
0.037037,0.0165883,1.93379,0.760531,1000.08,8.79671e-12,1.12638e+06,6.47953e-08
0.038038,0.0165567,1.93393,0.760476,1000.08,8.79672e-12,1.12645e+06,6.4672e-08
0.039039,0.0165252,1.93407,0.760421,1000.08,8.79672e-12,1.12652e+06,6.45489e-08
0.04004,0.0164937,1.93421,0.760366,1000.08,8.79673e-12,1.12659e+06,6.44261e-08
0.041041,0.0164623,1.93435,0.760311,1000.08,8.79673e-12,1.12667e+06,6.43035e-08
0.042042,0.016431,1.93449,0.760256,1000.08,8.79674e-12,1.12674e+06,6.41811e-08
0.043043,0.0163997,1.93463,0.760201,1000.08,8.79675e-12,1.12681e+06,6.4059e-08
0.044044,0.0163685,1.93477,0.760146,1000.08,8.79675e-12,1.12688e+06,6.39371e-08
0.045045,0.0163373,1.93491,0.76009,1000.08,8.79676e-12,1.12695e+06,6.38154e-08
0.046046,0.0163062,1.93505,0.760035,1000.08,8.79676e-12,1.12702e+06,6.36939e-08
0.047047,0.0162752,1.93519,0.75998,1000.08,8.79677e-12,1.1271e+06,6.35727e-08
0.048048,0.0162442,1.93534,0.759924,1000.08,8.79677e-12,1.12717e+06,6.34517e-08
0.049049,0.0162133,1.93548,0.759868,1000.08,8.79678e-12,1.12724e+06,6.3331e-08
0.0500501,0.0161824,1.93562,0.759812,1000.08,8.79679e-12,1.12731e+06,6.32105e-08
0.0510511,0.0161516,1.93576,0.759757,1000.08,8.79679e-12,1.12738e+06,6.30902e-08
0.0520521,0.0161208,1.93591,0.759701,1000.08,8.7968e-12,1.12746e+06,6.29701e-08
0.0530531,0.0160902,1.93605,0.759645,1000.08,8.7968e-12,1.12753e+06,6.28503e-08
0.0540541,0.0160595,1.93619,0.759588,1000.08,8.79681e-12,1.1276e+06,6.27307e-08
0.0550551,0.016029,1.93634,0.759532,1000.08,8.79682e-12,1.12768e+06,6.26113e-08
0.0560561,0.0159984,1.93648,0.759476,1000.08,8.79682e-12,1.12775e+06,6.24921e-08
0.0570571,0.015968,1.93662,0.759419,1000.08,8.79683e-12,1.12782e+06,6.23732e-08
0.0580581,0.0159376,1.93677,0.759363,1000.08,8.79683e-12,1.12789e+06,6.22545e-08
0.0590591,0.0159072,1.93691,0.759306,1000.08,8.79684e-12,1.12797e+06,6.21361e-08
0.0600601,0.015877,1.93706,0.75925,1000.08,8.79684e-12,1.12804e+06,6.20178e-08
0.0610611,0.0158467,1.9372,0.759193,1000.08,8.79685e-12,1.12812e+06,6.18998e-08
0.0620621,0.0158166,1.93735,0.759136,1000.08,8.79686e-12,1.12819e+06,6.1782e-08
0.0630631,0.0157865,1.93749,0.759079,1000.08,8.79686e-12,1.12826e+06,6.16644e-08
0.0640641,0.0157564,1.93764,0.759022,1000.08,8.79687e-12,1.12834e+06,6.15471e-08
0.0650651,0.0157264,1.93779,0.758965,1000.08,8.79687e-12,1.12841e+06,6.14299e-08
0.0660661,0.0156965,1.93793,0.758907,1000.08,8.79688e-12,1.12849e+06,6.1313e-08
0.0670671,0.0156666,1.93808,0.75885,1000.08,8.79689e-12,1.12856e+06,6.11963e-08
0.0680681,0.0156368,1.93823,0.758793,1000.08,8.79689e-12,1.12864e+06,6.10799e-08
0.0690691,0.015607,1.93837,0.758735,1000.08,8.7969e-12,1.12871e+06,6.09637e-08
0.0700701,0.0155773,1.93852,0.758677,1000.08,8.7969e-12,1.12878e+06,6.08476e-08
0.0710711,0.0155476,1.93867,0.75862,1000.08,8.79691e-12,1.12886e+06,6.07318e-08
0.0720721,0.015518,1.93882,0.758562,1000.08,8.79692e-12,1.12893e+06,6.06163e-08
0.0730731,0.0154885,1.93897,0.758504,1000.08,8.79692e-12,1.12901e+06,6.05009e-08
0.0740741,0.015459,1.93911,0.758446,1000.08,8.79693e-12,1.12909e+06,6.03858e-08
0.0750751,0.0154296,1.93926,0.758388,1000.08,8.79694e-12,1.12916e+06,6.02709e-08
0.0760761,0.0154002,1.93941,0.75833,1000.09,8.79694e-12,1.12924e+06,6.01562e-08
0.0770771,0.0153709,1.93956,0.758271,1000.09,8.79695e-12,1.12931e+06,6.00417e-08
0.0780781,0.0153416,1.93971,0.758213,1000.09,8.79695e-12,1.12939e+06,5.99274e-08
0.0790791,0.0153124,1.93986,0.758155,1000.09,8.79696e-12,1.12946e+06,5.98134e-08
0.0800801,0.0152833,1.94001,0.758096,1000.09,8.79697e-12,1.12954e+06,5.96995e-08
0.0810811,0.0152542,1.94016,0.758037,1000.09,8.79697e-12,1.12962e+06,5.95859e-08
0.0820821,0.0152251,1.94031,0.757979,1000.09,8.79698e-12,1.12969e+06,5.94725e-08
0.0830831,0.0151961,1.94046,0.75792,1000.09,8.79698e-12,1.12977e+06,5.93594e-08
0.0840841,0.0151672,1.94061,0.757861,1000.09,8.79699e-12,1.12985e+06,5.92464e-08
0.0850851,0.0151383,1.94077,0.757802,1000.09,8.797e-12,1.12992e+06,5.91336e-08
0.0860861,0.0151095,1.94092,0.757743,1000.09,8.797e-12,1.13e+06,5.90211e-08
0.0870871,0.0150807,1.94107,0.757683,1000.09,8.79701e-12,1.13008e+06,5.89088e-08
0.0880881,0.015052,1.94122,0.757624,1000.09,8.79702e-12,1.13016e+06,5.87967e-08
0.0890891,0.0150234,1.94137,0.757565,1000.09,8.79702e-12,1.13023e+06,5.86848e-08
0.0900901,0.0149948,1.94153,0.757505,1000.09,8.79703e-12,1.13031e+06,5.85731e-08
0.0910911,0.0149662,1.94168,0.757446,1000.09,8.79703e-12,1.13039e+06,5.84616e-08
0.0920921,0.0149377,1.94183,0.757386,1000.09,8.79704e-12,1.13047e+06,5.83504e-08
0.0930931,0.0149093,1.94199,0.757326,1000.09,8.79705e-12,1.13054e+06,5.82393e-08
0.0940941,0.0148809,1.94214,0.757266,1000.09,8.79705e-12,1.13062e+06,5.81285e-08
0.0950951,0.0148526,1.94229,0.757206,1000.09,8.79706e-12,1.1307e+06,5.80179e-08
0.0960961,0.0148243,1.94245,0.757146,1000.09,8.79707e-12,1.13078e+06,5.79075e-08
0.0970971,0.0147961,1.9426,0.757086,1000.09,8.79707e-12,1.13086e+06,5.77973e-08
0.0980981,0.0147679,1.94276,0.757026,1000.09,8.79708e-12,1.13094e+06,5.76873e-08
0.0990991,0.0147398,1.94291,0.756965,1000.09,8.79708e-12,1.13101e+06,5.75775e-08
0.1001,0.0147118,1.94307,0.756905,1000.09,8.79709e-12,1.13109e+06,5.74679e-08
0.101101,0.0146837,1.94323,0.756844,1000.09,8.7971e-12,1.13117e+06,5.73586e-08
0.102102,0.0146558,1.94338,0.756784,1000.09,8.7971e-12,1.13125e+06,5.72494e-08
0.103103,0.0146279,1.94354,0.756723,1000.09,8.79711e-12,1.13133e+06,5.71405e-08
0.104104,0.0146,1.94369,0.756662,1000.09,8.79712e-12,1.13141e+06,5.70317e-08
0.105105,0.0145722,1.94385,0.756601,1000.09,8.79712e-12,1.13149e+06,5.69232e-08
0.106106,0.0145445,1.94401,0.75654,1000.09,8.79713e-12,1.13157e+06,5.68149e-08
0.107107,0.0145168,1.94417,0.756479,1000.09,8.79714e-12,1.13165e+06,5.67067e-08
0.108108,0.0144892,1.94432,0.756418,1000.09,8.79714e-12,1.13173e+06,5.65988e-08
0.109109,0.0144616,1.94448,0.756356,1000.09,8.79715e-12,1.13181e+06,5.64911e-08
0.11011,0.0144341,1.94464,0.756295,1000.09,8.79715e-12,1.13189e+06,5.63836e-08
0.111111,0.0144066,1.9448,0.756233,1000.09,8.79716e-12,1.13197e+06,5.62763e-08
0.112112,0.0143792,1.94496,0.756172,1000.09,8.79717e-12,1.13205e+06,5.61692e-08
0.113113,0.0143518,1.94512,0.75611,1000.09,8.79717e-12,1.13213e+06,5.60623e-08
0.114114,0.0143245,1.94528,0.756048,1000.09,8.79718e-12,1.13221e+06,5.59556e-08
0.115115,0.0142972,1.94544,0.755986,1000.09,8.79719e-12,1.13229e+06,5.58491e-08
0.116116,0.01427,1.9456,0.755924,1000.09,8.79719e-12,1.13238e+06,5.57429e-08
0.117117,0.0142428,1.94576,0.755862,1000.09,8.7972e-12,1.13246e+06,5.56368e-08
0.118118,0.0142157,1.94592,0.7558,1000.09,8.79721e-12,1.13254e+06,5.55309e-08
0.119119,0.0141886,1.94608,0.755737,1000.09,8.79721e-12,1.13262e+06,5.54252e-08
0.12012,0.0141616,1.94624,0.755675,1000.09,8.79722e-12,1.1327e+06,5.53197e-08
0.121121,0.0141346,1.9464,0.755612,1000.09,8.79723e-12,1.13278e+06,5.52145e-08
0.122122,0.0141077,1.94656,0.75555,1000.09,8.79723e-12,1.13287e+06,5.51094e-08
0.123123,0.0140809,1.94672,0.755487,1000.09,8.79724e-12,1.13295e+06,5.50045e-08
0.124124,0.0140541,1.94689,0.755424,1000.09,8.79725e-12,1.13303e+06,5.48998e-08
0.125125,0.0140273,1.94705,0.755361,1000.09,8.79725e-12,1.13311e+06,5.47954e-08
0.126126,0.0140006,1.94721,0.755298,1000.09,8.79726e-12,1.13319e+06,5.46911e-08
0.127127,0.013974,1.94737,0.755235,1000.09,8.79727e-12,1.13328e+06,5.4587e-08
0.128128,0.0139474,1.94754,0.755172,1000.09,8.79727e-12,1.13336e+06,5.44831e-08
0.129129,0.0139208,1.9477,0.755109,1000.09,8.79728e-12,1.13344e+06,5.43794e-08
0.13013,0.0138943,1.94786,0.755045,1000.09,8.79729e-12,1.13353e+06,5.4276e-08
0.131131,0.0138678,1.94803,0.754982,1000.09,8.79729e-12,1.13361e+06,5.41727e-08
0.132132,0.0138414,1.94819,0.754918,1000.09,8.7973e-12,1.13369e+06,5.40696e-08
0.133133,0.0138151,1.94836,0.754854,1000.09,8.79731e-12,1.13378e+06,5.39667e-08
0.134134,0.0137888,1.94852,0.754791,1000.09,8.79731e-12,1.13386e+06,5.3864e-08
0.135135,0.0137625,1.94869,0.754727,1000.09,8.79732e-12,1.13394e+06,5.37615e-08
0.136136,0.0137363,1.94885,0.754663,1000.09,8.79733e-12,1.13403e+06,5.36592e-08
0.137137,0.0137102,1.94902,0.754598,1000.09,8.79733e-12,1.13411e+06,5.3557e-08
0.138138,0.0136841,1.94919,0.754534,1000.09,8.79734e-12,1.1342e+06,5.34551e-08
0.139139,0.013658,1.94935,0.75447,1000.1,8.79735e-12,1.13428e+06,5.33534e-08
0.14014,0.013632,1.94952,0.754405,1000.1,8.79735e-12,1.13437e+06,5.32518e-08
0.141141,0.0136061,1.94969,0.754341,1000.1,8.79736e-12,1.13445e+06,5.31505e-08
0.142142,0.0135802,1.94985,0.754276,1000.1,8.79737e-12,1.13454e+06,5.30494e-08
0.143143,0.0135543,1.95002,0.754212,1000.1,8.79737e-12,1.13462e+06,5.29484e-08
0.144144,0.0135285,1.95019,0.754147,1000.1,8.79738e-12,1.13471e+06,5.28476e-08
0.145145,0.0135028,1.95036,0.754082,1000.1,8.79739e-12,1.13479e+06,5.27471e-08
0.146146,0.013477,1.95053,0.754017,1000.1,8.79739e-12,1.13488e+06,5.26467e-08
0.147147,0.0134514,1.9507,0.753952,1000.1,8.7974e-12,1.13496e+06,5.25465e-08
0.148148,0.0134258,1.95086,0.753886,1000.1,8.79741e-12,1.13505e+06,5.24465e-08
0.149149,0.0134002,1.95103,0.753821,1000.1,8.79741e-12,1.13513e+06,5.23467e-08
0.15015,0.0133747,1.9512,0.753756,1000.1,8.79742e-12,1.13522e+06,5.22471e-08
0.151151,0.0133492,1.95137,0.75369,1000.1,8.79743e-12,1.13531e+06,5.21476e-08
0.152152,0.0133238,1.95154,0.753624,1000.1,8.79743e-12,1.13539e+06,5.20484e-08
0.153153,0.0132985,1.95171,0.753559,1000.1,8.79744e-12,1.13548e+06,5.19493e-08
0.154154,0.0132731,1.95189,0.753493,1000.1,8.79745e-12,1.13557e+06,5.18505e-08
0.155155,0.0132479,1.95206,0.753427,1000.1,8.79746e-12,1.13565e+06,5.17518e-08
0.156156,0.0132227,1.95223,0.753361,1000.1,8.79746e-12,1.13574e+06,5.16533e-08
0.157157,0.0131975,1.9524,0.753294,1000.1,8.79747e-12,1.13583e+06,5.1555e-08
0.158158,0.0131724,1.95257,0.753228,1000.1,8.79748e-12,1.13591e+06,5.14569e-08
0.159159,0.0131473,1.95274,0.753162,1000.1,8.79748e-12,1.136e+06,5.1359e-08
0.16016,0.0131222,1.95292,0.753095,1000.1,8.79749e-12,1.13609e+06,5.12612e-08
0.161161,0.0130973,1.95309,0.753029,1000.1,8.7975e-12,1.13618e+06,5.11637e-08
0.162162,0.0130723,1.95326,0.752962,1000.1,8.7975e-12,1.13627e+06,5.10663e-08
0.163163,0.0130474,1.95344,0.752895,1000.1,8.79751e-12,1.13635e+06,5.09691e-08
0.164164,0.0130226,1.95361,0.752828,1000.1,8.79752e-12,1.13644e+06,5.08721e-08
0.165165,0.0129978,1.95379,0.752761,1000.1,8.79753e-12,1.13653e+06,5.07753e-08
0.166166,0.0129731,1.95396,0.752694,1000.1,8.79753e-12,1.13662e+06,5.06787e-08
0.167167,0.0129484,1.95414,0.752627,1000.1,8.79754e-12,1.13671e+06,5.05823e-08
0.168168,0.0129237,1.95431,0.75256,1000.1,8.79755e-12,1.1368e+06,5.0486e-08
0.169169,0.0128991,1.95449,0.752492,1000.1,8.79755e-12,1.13689e+06,5.03899e-08
0.17017,0.0128745,1.95466,0.752425,1000.1,8.79756e-12,1.13697e+06,5.0294e-08
0.171171,0.01285,1.95484,0.752357,1000.1,8.79757e-12,1.13706e+06,5.01983e-08
0.172172,0.0128256,1.95501,0.752289,1000.1,8.79757e-12,1.13715e+06,5.01028e-08
0.173173,0.0128012,1.95519,0.752221,1000.1,8.79758e-12,1.13724e+06,5.00074e-08
0.174174,0.0127768,1.95537,0.752153,1000.1,8.79759e-12,1.13733e+06,4.99123e-08
0.175175,0.0127525,1.95555,0.752085,1000.1,8.7976e-12,1.13742e+06,4.98173e-08
0.176176,0.0127282,1.95572,0.752017,1000.1,8.7976e-12,1.13751e+06,4.97225e-08
0.177177,0.0127039,1.9559,0.751949,1000.1,8.79761e-12,1.1376e+06,4.96278e-08
0.178178,0.0126798,1.95608,0.751881,1000.1,8.79762e-12,1.13769e+06,4.95334e-08
0.179179,0.0126556,1.95626,0.751812,1000.1,8.79762e-12,1.13778e+06,4.94391e-08
0.18018,0.0126315,1.95644,0.751743,1000.1,8.79763e-12,1.13787e+06,4.93451e-08
0.181181,0.0126075,1.95662,0.751675,1000.1,8.79764e-12,1.13797e+06,4.92511e-08
0.182182,0.0125835,1.9568,0.751606,1000.1,8.79765e-12,1.13806e+06,4.91574e-08
