# Time (hours),Membrane Thickness (cm),Voltage (V),Current Density (A/cm2),Power (W),CHO (mol/m3),CH2O2 (mol/m3),FRR (g/cm2/h)
0.462462,0.00737957,2.02131,0.727662,1000.16,8.80017e-12,1.17071e+06,2.88366e-08
0.463463,0.00736551,2.0216,0.727558,1000.16,8.80018e-12,1.17086e+06,2.87817e-08
0.464464,0.00735149,2.02189,0.727454,1000.16,8.80019e-12,1.17101e+06,2.8727e-08
0.465465,0.00733749,2.02218,0.72735,1000.16,8.8002e-12,1.17115e+06,2.86723e-08
0.466466,0.00732351,2.02247,0.727246,1000.16,8.80021e-12,1.1713e+06,2.86177e-08
0.467467,0.00730957,2.02276,0.727142,1000.16,8.80022e-12,1.17145e+06,2.85632e-08
0.468468,0.00729564,2.02305,0.727037,1000.17,8.80023e-12,1.17159e+06,2.85089e-08
0.469469,0.00728175,2.02334,0.726932,1000.17,8.80024e-12,1.17174e+06,2.84546e-08
0.47047,0.00726788,2.02363,0.726827,1000.17,8.80025e-12,1.17189e+06,2.84005e-08
0.471471,0.00725404,2.02393,0.726722,1000.17,8.80027e-12,1.17204e+06,2.83464e-08
0.472472,0.00724023,2.02422,0.726617,1000.17,8.80028e-12,1.17219e+06,2.82925e-08
0.473473,0.00722644,2.02451,0.726512,1000.17,8.80029e-12,1.17233e+06,2.82386e-08
0.474474,0.00721267,2.02481,0.726407,1000.17,8.8003e-12,1.17248e+06,2.81849e-08
0.475475,0.00719894,2.0251,0.726301,1000.17,8.80031e-12,1.17263e+06,2.81312e-08
0.476476,0.00718523,2.0254,0.726195,1000.17,8.80032e-12,1.17278e+06,2.80777e-08
0.477477,0.00717154,2.02569,0.726089,1000.17,8.80033e-12,1.17293e+06,2.80243e-08
0.478478,0.00715789,2.02599,0.725983,1000.17,8.80034e-12,1.17308e+06,2.79709e-08
0.479479,0.00714425,2.02629,0.725877,1000.17,8.80035e-12,1.17323e+06,2.79177e-08
0.48048,0.00713065,2.02658,0.725771,1000.17,8.80037e-12,1.17338e+06,2.78646e-08
0.481481,0.00711707,2.02688,0.725665,1000.17,8.80038e-12,1.17353e+06,2.78115e-08
0.482482,0.00710351,2.02718,0.725558,1000.17,8.80039e-12,1.17368e+06,2.77586e-08
0.483483,0.00708999,2.02748,0.725451,1000.17,8.8004e-12,1.17383e+06,2.77058e-08
0.484484,0.00707648,2.02778,0.725344,1000.17,8.80041e-12,1.17398e+06,2.7653e-08
0.485485,0.00706301,2.02808,0.725237,1000.17,8.80042e-12,1.17414e+06,2.76004e-08
0.486486,0.00704955,2.02838,0.72513,1000.17,8.80043e-12,1.17429e+06,2.75479e-08
0.487487,0.00703613,2.02868,0.725023,1000.17,8.80044e-12,1.17444e+06,2.74955e-08
0.488488,0.00702273,2.02898,0.724916,1000.17,8.80046e-12,1.17459e+06,2.74431e-08
0.489489,0.00700935,2.02928,0.724808,1000.17,8.80047e-12,1.17474e+06,2.73909e-08
0.49049,0.006996,2.02958,0.7247,1000.17,8.80048e-12,1.1749e+06,2.73388e-08
0.491491,0.00698268,2.02989,0.724592,1000.17,8.80049e-12,1.17505e+06,2.72867e-08
0.492492,0.00696938,2.03019,0.724484,1000.17,8.8005e-12,1.1752e+06,2.72348e-08
0.493493,0.00695611,2.03049,0.724376,1000.17,8.80051e-12,1.17536e+06,2.7183e-08
0.494494,0.00694286,2.0308,0.724268,1000.17,8.80052e-12,1.17551e+06,2.71312e-08
0.495495,0.00692964,2.0311,0.724159,1000.17,8.80054e-12,1.17566e+06,2.70796e-08
0.496496,0.00691644,2.03141,0.724051,1000.17,8.80055e-12,1.17582e+06,2.70281e-08
0.497497,0.00690327,2.03171,0.723942,1000.17,8.80056e-12,1.17597e+06,2.69766e-08
0.498498,0.00689012,2.03202,0.723833,1000.17,8.80057e-12,1.17613e+06,2.69253e-08
0.499499,0.006877,2.03233,0.723724,1000.17,8.80058e-12,1.17628e+06,2.6874e-08
0.500501,0.0068639,2.03263,0.723615,1000.17,8.80059e-12,1.17644e+06,2.68229e-08
0.501502,0.00685083,2.03294,0.723506,1000.17,8.80061e-12,1.17659e+06,2.67718e-08
0.502503,0.00683778,2.03325,0.723396,1000.17,8.80062e-12,1.17675e+06,2.67209e-08
0.503504,0.00682476,2.03356,0.723286,1000.17,8.80063e-12,1.1769e+06,2.667e-08
0.504505,0.00681176,2.03387,0.723177,1000.18,8.80064e-12,1.17706e+06,2.66193e-08
0.505506,0.00679879,2.03418,0.723067,1000.18,8.80065e-12,1.17722e+06,2.65686e-08
0.506507,0.00678584,2.03449,0.722957,1000.18,8.80066e-12,1.17737e+06,2.6518e-08
0.507508,0.00677291,2.0348,0.722847,1000.18,8.80067e-12,1.17753e+06,2.64676e-08
0.508509,0.00676001,2.03511,0.722736,1000.18,8.80069e-12,1.17769e+06,2.64172e-08
0.50951,0.00674714,2.03542,0.722626,1000.18,8.8007e-12,1.17784e+06,2.63669e-08
0.510511,0.00673429,2.03573,0.722515,1000.18,8.80071e-12,1.178e+06,2.63167e-08
0.511512,0.00672146,2.03605,0.722404,1000.18,8.80072e-12,1.17816e+06,2.62666e-08
0.512513,0.00670866,2.03636,0.722293,1000.18,8.80073e-12,1.17832e+06,2.62167e-08
0.513514,0.00669588,2.03667,0.722182,1000.18,8.80074e-12,1.17848e+06,2.61668e-08
0.514515,0.00668313,2.03699,0.722071,1000.18,8.80076e-12,1.17864e+06,2.6117e-08
0.515516,0.0066704,2.0373,0.72196,1000.18,8.80077e-12,1.17879e+06,2.60673e-08
0.516517,0.0066577,2.03762,0.721848,1000.18,8.80078e-12,1.17895e+06,2.60176e-08
0.517518,0.00664502,2.03793,0.721736,1000.18,8.80079e-12,1.17911e+06,2.59681e-08
0.518519,0.00663236,2.03825,0.721625,1000.18,8.8008e-12,1.17927e+06,2.59187e-08
0.51952,0.00661973,2.03857,0.721513,1000.18,8.80082e-12,1.17943e+06,2.58694e-08
0.520521,0.00660712,2.03888,0.7214,1000.18,8.80083e-12,1.17959e+06,2.58201e-08
0.521522,0.00659454,2.0392,0.721288,1000.18,8.80084e-12,1.17975e+06,2.5771e-08
0.522523,0.00658198,2.03952,0.721176,1000.18,8.80085e-12,1.17991e+06,2.57219e-08
0.523524,0.00656944,2.03984,0.721063,1000.18,8.80086e-12,1.18008e+06,2.5673e-08
0.524525,0.00655693,2.04016,0.72095,1000.18,8.80088e-12,1.18024e+06,2.56241e-08
0.525526,0.00654444,2.04048,0.720838,1000.18,8.80089e-12,1.1804e+06,2.55754e-08
0.526527,0.00653198,2.0408,0.720725,1000.18,8.8009e-12,1.18056e+06,2.55267e-08
0.527528,0.00651954,2.04112,0.720611,1000.18,8.80091e-12,1.18072e+06,2.54781e-08
0.528529,0.00650712,2.04144,0.720498,1000.18,8.80092e-12,1.18088e+06,2.54296e-08
0.52953,0.00649473,2.04176,0.720385,1000.18,8.80093e-12,1.18105e+06,2.53812e-08
0.530531,0.00648236,2.04209,0.720271,1000.18,8.80095e-12,1.18121e+06,2.53329e-08
0.531532,0.00647001,2.04241,0.720157,1000.18,8.80096e-12,1.18137e+06,2.52847e-08
0.532533,0.00645769,2.04273,0.720043,1000.18,8.80097e-12,1.18154e+06,2.52366e-08
0.533534,0.00644539,2.04306,0.719929,1000.18,8.80098e-12,1.1817e+06,2.51885e-08
0.534535,0.00643311,2.04338,0.719815,1000.18,8.801e-12,1.18186e+06,2.51406e-08
0.535536,0.00642086,2.04371,0.719701,1000.18,8.80101e-12,1.18203e+06,2.50927e-08
0.536537,0.00640863,2.04403,0.719586,1000.18,8.80102e-12,1.18219e+06,2.5045e-08
0.537538,0.00639643,2.04436,0.719472,1000.18,8.80103e-12,1.18236e+06,2.49973e-08
0.538539,0.00638424,2.04469,0.719357,1000.18,8.80104e-12,1.18252e+06,2.49497e-08
0.53954,0.00637208,2.04502,0.719242,1000.19,8.80106e-12,1.18269e+06,2.49023e-08
0.540541,0.00635995,2.04534,0.719127,1000.19,8.80107e-12,1.18285e+06,2.48549e-08
0.541542,0.00634783,2.04567,0.719012,1000.19,8.80108e-12,1.18302e+06,2.48076e-08
0.542543,0.00633574,2.046,0.718896,1000.19,8.80109e-12,1.18318e+06,2.47603e-08
0.543544,0.00632368,2.04633,0.718781,1000.19,8.8011e-12,1.18335e+06,2.47132e-08
0.544545,0.00631163,2.04666,0.718665,1000.19,8.80112e-12,1.18352e+06,2.46662e-08
0.545546,0.00629961,2.04699,0.718549,1000.19,8.80113e-12,1.18368e+06,2.46192e-08
0.546547,0.00628761,2.04732,0.718433,1000.19,8.80114e-12,1.18385e+06,2.45724e-08
0.547548,0.00627564,2.04765,0.718317,1000.19,8.80115e-12,1.18402e+06,2.45256e-08
0.548549,0.00626368,2.04799,0.718201,1000.19,8.80117e-12,1.18419e+06,2.44789e-08
0.54955,0.00625175,2.04832,0.718084,1000.19,8.80118e-12,1.18435e+06,2.44323e-08
0.550551,0.00623984,2.04865,0.717968,1000.19,8.80119e-12,1.18452e+06,2.43858e-08
0.551552,0.00622796,2.04899,0.717851,1000.19,8.8012e-12,1.18469e+06,2.43394e-08
0.552553,0.0062161,2.04932,0.717734,1000.19,8.80122e-12,1.18486e+06,2.42931e-08
0.553554,0.00620426,2.04965,0.717617,1000.19,8.80123e-12,1.18503e+06,2.42469e-08
0.554555,0.00619244,2.04999,0.7175,1000.19,8.80124e-12,1.1852e+06,2.42007e-08
0.555556,0.00618065,2.05033,0.717382,1000.19,8.80125e-12,1.18537e+06,2.41547e-08
0.556557,0.00616887,2.05066,0.717265,1000.19,8.80126e-12,1.18554e+06,2.41087e-08
0.557558,0.00615713,2.051,0.717147,1000.19,8.80128e-12,1.18571e+06,2.40628e-08
0.558559,0.0061454,2.05134,0.717029,1000.19,8.80129e-12,1.18588e+06,2.4017e-08
0.55956,0.00613369,2.05168,0.716911,1000.19,8.8013e-12,1.18605e+06,2.39713e-08
0.560561,0.00612201,2.05201,0.716793,1000.19,8.80131e-12,1.18622e+06,2.39257e-08
0.561562,0.00611035,2.05235,0.716675,1000.19,8.80133e-12,1.18639e+06,2.38801e-08
0.562563,0.00609871,2.05269,0.716556,1000.19,8.80134e-12,1.18656e+06,2.38347e-08
0.563564,0.00608709,2.05303,0.716438,1000.19,8.80135e-12,1.18673e+06,2.37893e-08
0.564565,0.0060755,2.05337,0.716319,1000.19,8.80136e-12,1.18691e+06,2.3744e-08
0.565566,0.00606393,2.05372,0.7162,1000.19,8.80138e-12,1.18708e+06,2.36989e-08
0.566567,0.00605238,2.05406,0.716081,1000.19,8.80139e-12,1.18725e+06,2.36537e-08
0.567568,0.00604085,2.0544,0.715962,1000.19,8.8014e-12,1.18742e+06,2.36087e-08
0.568569,0.00602934,2.05474,0.715843,1000.19,8.80142e-12,1.1876e+06,2.35638e-08
0.56957,0.00601786,2.05509,0.715723,1000.19,8.80143e-12,1.18777e+06,2.35189e-08
0.570571,0.0060064,2.05543,0.715604,1000.19,8.80144e-12,1.18794e+06,2.34742e-08
0.571572,0.00599496,2.05578,0.715484,1000.19,8.80145e-12,1.18812e+06,2.34295e-08
0.572573,0.00598354,2.05612,0.715364,1000.2,8.80147e-12,1.18829e+06,2.33849e-08
0.573574,0.00597214,2.05647,0.715244,1000.2,8.80148e-12,1.18847e+06,2.33404e-08
0.574575,0.00596077,2.05681,0.715123,1000.2,8.80149e-12,1.18864e+06,2.3296e-08
0.575576,0.00594941,2.05716,0.715003,1000.2,8.8015e-12,1.18882e+06,2.32516e-08
0.576577,0.00593808,2.05751,0.714882,1000.2,8.80152e-12,1.18899e+06,2.32074e-08
0.577578,0.00592677,2.05786,0.714762,1000.2,8.80153e-12,1.18917e+06,2.31632e-08
0.578579,0.00591548,2.05821,0.714641,1000.2,8.80154e-12,1.18934e+06,2.31191e-08
0.57958,0.00590421,2.05855,0.71452,1000.2,8.80156e-12,1.18952e+06,2.30751e-08
0.580581,0.00589297,2.0589,0.714399,1000.2,8.80157e-12,1.18969e+06,2.30312e-08
0.581582,0.00588174,2.05925,0.714277,1000.2,8.80158e-12,1.18987e+06,2.29874e-08
0.582583,0.00587054,2.05961,0.714156,1000.2,8.80159e-12,1.19005e+06,2.29436e-08
0.583584,0.00585936,2.05996,0.714034,1000.2,8.80161e-12,1.19023e+06,2.29e-08
0.584585,0.0058482,2.06031,0.713912,1000.2,8.80162e-12,1.1904e+06,2.28564e-08
0.585586,0.00583706,2.06066,0.713791,1000.2,8.80163e-12,1.19058e+06,2.28129e-08
0.586587,0.00582594,2.06102,0.713668,1000.2,8.80165e-12,1.19076e+06,2.27695e-08
0.587588,0.00581484,2.06137,0.713546,1000.2,8.80166e-12,1.19094e+06,2.27261e-08
0.588589,0.00580377,2.06172,0.713424,1000.2,8.80167e-12,1.19112e+06,2.26829e-08
0.58959,0.00579271,2.06208,0.713301,1000.2,8.80168e-12,1.1913e+06,2.26397e-08
0.590591,0.00578168,2.06243,0.713178,1000.2,8.8017e-12,1.19147e+06,2.25966e-08
0.591592,0.00577067,2.06279,0.713056,1000.2,8.80171e-12,1.19165e+06,2.25536e-08
0.592593,0.00575967,2.06315,0.712933,1000.2,8.80172e-12,1.19183e+06,2.25107e-08
0.593594,0.0057487,2.0635,0.712809,1000.2,8.80174e-12,1.19201e+06,2.24678e-08
0.594595,0.00573775,2.06386,0.712686,1000.2,8.80175e-12,1.19219e+06,2.24251e-08
0.595596,0.00572682,2.06422,0.712563,1000.2,8.80176e-12,1.19238e+06,2.23824e-08
0.596597,0.00571592,2.06458,0.712439,1000.2,8.80178e-12,1.19256e+06,2.23398e-08
0.597598,0.00570503,2.06494,0.712315,1000.2,8.80179e-12,1.19274e+06,2.22973e-08
0.598599,0.00569416,2.0653,0.712191,1000.2,8.8018e-12,1.19292e+06,2.22548e-08
0.5996,0.00568332,2.06566,0.712067,1000.2,8.80181e-12,1.1931e+06,2.22125e-08
0.600601,0.00567249,2.06602,0.711943,1000.2,8.80183e-12,1.19328e+06,2.21702e-08
0.601602,0.00566169,2.06638,0.711818,1000.2,8.80184e-12,1.19347e+06,2.2128e-08
0.602603,0.0056509,2.06674,0.711694,1000.2,8.80185e-12,1.19365e+06,2.20859e-08
0.603604,0.00564014,2.06711,0.711569,1000.2,8.80187e-12,1.19383e+06,2.20438e-08
0.604605,0.00562939,2.06747,0.711444,1000.21,8.80188e-12,1.19401e+06,2.20019e-08
0.605606,0.00561867,2.06783,0.711319,1000.21,8.80189e-12,1.1942e+06,2.196e-08
0.606607,0.00560797,2.0682,0.711194,1000.21,8.80191e-12,1.19438e+06,2.19182e-08
0.607608,0.00559729,2.06856,0.711069,1000.21,8.80192e-12,1.19457e+06,2.18765e-08
0.608609,0.00558662,2.06893,0.710943,1000.21,8.80193e-12,1.19475e+06,2.18348e-08
0.60961,0.00557598,2.0693,0.710817,1000.21,8.80195e-12,1.19493e+06,2.17933e-08
0.610611,0.00556536,2.06966,0.710692,1000.21,8.80196e-12,1.19512e+06,2.17518e-08
0.611612,0.00555476,2.07003,0.710566,1000.21,8.80197e-12,1.19531e+06,2.17104e-08
0.612613,0.00554418,2.0704,0.710439,1000.21,8.80199e-12,1.19549e+06,2.16691e-08
0.613614,0.00553362,2.07077,0.710313,1000.21,8.802e-12,1.19568e+06,2.16278e-08
0.614615,0.00552308,2.07114,0.710187,1000.21,8.80201e-12,1.19586e+06,2.15867e-08
0.615616,0.00551256,2.07151,0.71006,1000.21,8.80203e-12,1.19605e+06,2.15456e-08
0.616617,0.00550206,2.07188,0.709933,1000.21,8.80204e-12,1.19624e+06,2.15046e-08
0.617618,0.00549158,2.07225,0.709806,1000.21,8.80205e-12,1.19642e+06,2.14637e-08
0.618619,0.00548112,2.07262,0.709679,1000.21,8.80207e-12,1.19661e+06,2.14228e-08
0.61962,0.00547068,2.07299,0.709552,1000.21,8.80208e-12,1.1968e+06,2.1382e-08
0.620621,0.00546025,2.07337,0.709425,1000.21,8.80209e-12,1.19699e+06,2.13413e-08
0.621622,0.00544985,2.07374,0.709297,1000.21,8.80211e-12,1.19717e+06,2.13007e-08
0.622623,0.00543947,2.07411,0.709169,1000.21,8.80212e-12,1.19736e+06,2.12602e-08
0.623624,0.00542911,2.07449,0.709042,1000.21,8.80214e-12,1.19755e+06,2.12197e-08
0.624625,0.00541877,2.07486,0.708914,1000.21,8.80215e-12,1.19774e+06,2.11793e-08
0.625626,0.00540845,2.07524,0.708785,1000.21,8.80216e-12,1.19793e+06,2.1139e-08
0.626627,0.00539814,2.07562,0.708657,1000.21,8.80218e-12,1.19812e+06,2.10988e-08
0.627628,0.00538786,2.07599,0.708529,1000.21,8.80219e-12,1.19831e+06,2.10586e-08
0.628629,0.0053776,2.07637,0.7084,1000.21,8.8022e-12,1.1985e+06,2.10185e-08
0.62963,0.00536736,2.07675,0.708271,1000.21,8.80222e-12,1.19869e+06,2.09785e-08
0.630631,0.00535713,2.07713,0.708142,1000.21,8.80223e-12,1.19888e+06,2.09386e-08
0.631632,0.00534693,2.07751,0.708013,1000.21,8.80224e-12,1.19907e+06,2.08987e-08
0.632633,0.00533674,2.07789,0.707884,1000.21,8.80226e-12,1.19926e+06,2.0859e-08
0.633634,0.00532657,2.07827,0.707754,1000.21,8.80227e-12,1.19946e+06,2.08193e-08
0.634635,0.00531643,2.07865,0.707625,1000.21,8.80229e-12,1.19965e+06,2.07796e-08
0.635636,0.0053063,2.07903,0.707495,1000.22,8.8023e-12,1.19984e+06,2.07401e-08
0.636637,0.00529619,2.07941,0.707365,1000.22,8.80231e-12,1.20003e+06,2.07006e-08
0.637638,0.0052861,2.0798,0.707235,1000.22,8.80233e-12,1.20023e+06,2.06612e-08
0.638639,0.00527603,2.08018,0.707105,1000.22,8.80234e-12,1.20042e+06,2.06219e-08
0.63964,0.00526598,2.08057,0.706974,1000.22,8.80235e-12,1.20061e+06,2.05826e-08
0.640641,0.00525595,2.08095,0.706844,1000.22,8.80237e-12,1.20081e+06,2.05435e-08
0.641642,0.00524594,2.08134,0.706713,1000.22,8.80238e-12,1.201e+06,2.05044e-08
0.642643,0.00523595,2.08172,0.706582,1000.22,8.8024e-12,1.2012e+06,2.04653e-08
0.643644,0.00522597,2.08211,0.706451,1000.22,8.80241e-12,1.20139e+06,2.04264e-08
0.644645,0.00521602,2.0825,0.70632,1000.22,8.80242e-12,1.20159e+06,2.03875e-08
0.645646,0.00520608,2.08288,0.706189,1000.22,8.80244e-12,1.20178e+06,2.03487e-08
0.646647,0.00519617,2.08327,0.706057,1000.22,8.80245e-12,1.20198e+06,2.031e-08
0.647648,0.00518627,2.08366,0.705925,1000.22,8.80247e-12,1.20217e+06,2.02713e-08
0.648649,0.00517639,2.08405,0.705794,1000.22,8.80248e-12,1.20237e+06,2.02327e-08
0.64965,0.00516653,2.08444,0.705662,1000.22,8.80249e-12,1.20257e+06,2.01942e-08
0.650651,0.00515669,2.08483,0.70553,1000.22,8.80251e-12,1.20276e+06,2.01558e-08
0.651652,0.00514686,2.08523,0.705397,1000.22,8.80252e-12,1.20296e+06,2.01174e-08
0.652653,0.00513706,2.08562,0.705265,1000.22,8.80254e-12,1.20316e+06,2.00791e-08
0.653654,0.00512727,2.08601,0.705132,1000.22,8.80255e-12,1.20336e+06,2.00409e-08
0.654655,0.0051175,2.0864,0.704999,1000.22,8.80256e-12,1.20355e+06,2.00028e-08
0.655656,0.00510776,2.0868,0.704866,1000.22,8.80258e-12,1.20375e+06,1.99647e-08
0.656657,0.00509803,2.08719,0.704733,1000.22,8.80259e-12,1.20395e+06,1.99267e-08
0.657658,0.00508831,2.08759,0.7046,1000.22,8.80261e-12,1.20415e+06,1.98888e-08
0.658659,0.00507862,2.08799,0.704467,1000.22,8.80262e-12,1.20435e+06,1.98509e-08
0.65966,0.00506895,2.08838,0.704333,1000.22,8.80263e-12,1.20455e+06,1.98131e-08
0.660661,0.00505929,2.08878,0.704199,1000.22,8.80265e-12,1.20475e+06,1.97754e-08
0.661662,0.00504965,2.08918,0.704066,1000.22,8.80266e-12,1.20495e+06,1.97378e-08
0.662663,0.00504003,2.08958,0.703931,1000.22,8.80268e-12,1.20515e+06,1.97002e-08
0.663664,0.00503043,2.08997,0.703797,1000.22,8.80269e-12,1.20535e+06,1.96627e-08
0.664665,0.00502085,2.09037,0.703663,1000.22,8.80271e-12,1.20555e+06,1.96253e-08
0.665666,0.00501128,2.09078,0.703528,1000.23,8.80272e-12,1.20576e+06,1.95879e-08
0.666667,0.00500174,2.09118,0.703394,1000.23,8.80273e-12,1.20596e+06,1.95507e-08
0.667668,0.00499221,2.09158,0.703259,1000.23,8.80275e-12,1.20616e+06,1.95134e-08
0.668669,0.0049827,2.09198,0.703124,1000.23,8.80276e-12,1.20636e+06,1.94763e-08
0.66967,0.00497321,2.09238,0.702989,1000.23,8.80278e-12,1.20657e+06,1.94392e-08
0.670671,0.00496373,2.09279,0.702853,1000.23,8.80279e-12,1.20677e+06,1.94022e-08
0.671672,0.00495428,2.09319,0.702718,1000.23,8.80281e-12,1.20697e+06,1.93653e-08
0.672673,0.00494484,2.0936,0.702582,1000.23,8.80282e-12,1.20718e+06,1.93284e-08
0.673674,0.00493542,2.094,0.702446,1000.23,8.80283e-12,1.20738e+06,1.92916e-08
0.674675,0.00492602,2.09441,0.70231,1000.23,8.80285e-12,1.20758e+06,1.92549e-08
0.675676,0.00491663,2.09481,0.702174,1000.23,8.80286e-12,1.20779e+06,1.92183e-08
0.676677,0.00490727,2.09522,0.702038,1000.23,8.80288e-12,1.20799e+06,1.91817e-08
0.677678,0.00489792,2.09563,0.701901,1000.23,8.80289e-12,1.2082e+06,1.91452e-08
0.678679,0.00488859,2.09604,0.701765,1000.23,8.80291e-12,1.20841e+06,1.91087e-08
0.67968,0.00487927,2.09645,0.701628,1000.23,8.80292e-12,1.20861e+06,1.90724e-08
0.680681,0.00486998,2.09686,0.701491,1000.23,8.80294e-12,1.20882e+06,1.90361e-08
0.681682,0.0048607,2.09727,0.701354,1000.23,8.80295e-12,1.20902e+06,1.89998e-08
0.682683,0.00485144,2.09768,0.701217,1000.23,8.80297e-12,1.20923e+06,1.89637e-08
0.683684,0.0048422,2.09809,0.701079,1000.23,8.80298e-12,1.20944e+06,1.89276e-08
0.684685,0.00483298,2.0985,0.700942,1000.23,8.80299e-12,1.20965e+06,1.88916e-08
0.685686,0.00482377,2.09892,0.700804,1000.23,8.80301e-12,1.20985e+06,1.88556e-08
0.686687,0.00481458,2.09933,0.700666,1000.23,8.80302e-12,1.21006e+06,1.88197e-08
0.687688,0.00480541,2.09975,0.700528,1000.23,8.80304e-12,1.21027e+06,1.87839e-08
0.688689,0.00479625,2.10016,0.70039,1000.23,8.80305e-12,1.21048e+06,1.87481e-08
0.68969,0.00478712,2.10058,0.700251,1000.23,8.80307e-12,1.21069e+06,1.87125e-08
0.690691,0.004778,2.10099,0.700113,1000.23,8.80308e-12,1.2109e+06,1.86768e-08
0.691692,0.00476889,2.10141,0.699974,1000.23,8.8031e-12,1.21111e+06,1.86413e-08
0.692693,0.00475981,2.10183,0.699835,1000.23,8.80311e-12,1.21132e+06,1.86058e-08
0.693694,0.00475074,2.10225,0.699696,1000.24,8.80313e-12,1.21153e+06,1.85704e-08
0.694695,0.00474169,2.10267,0.699557,1000.24,8.80314e-12,1.21174e+06,1.8535e-08
0.695696,0.00473266,2.10309,0.699417,1000.24,8.80316e-12,1.21195e+06,1.84998e-08
0.696697,0.00472364,2.10351,0.699278,1000.24,8.80317e-12,1.21216e+06,1.84645e-08
0.697698,0.00471464,2.10393,0.699138,1000.24,8.80319e-12,1.21238e+06,1.84294e-08
0.698699,0.00470566,2.10435,0.698998,1000.24,8.8032e-12,1.21259e+06,1.83943e-08
0.6997,0.00469669,2.10477,0.698858,1000.24,8.80322e-12,1.2128e+06,1.83593e-08
0.700701,0.00468775,2.10519,0.698718,1000.24,8.80323e-12,1.21301e+06,1.83244e-08
0.701702,0.00467882,2.10562,0.698578,1000.24,8.80325e-12,1.21323e+06,1.82895e-08
0.702703,0.0046699,2.10604,0.698437,1000.24,8.80326e-12,1.21344e+06,1.82547e-08
0.703704,0.00466101,2.10647,0.698297,1000.24,8.80328e-12,1.21365e+06,1.82199e-08
0.704705,0.00465213,2.10689,0.698156,1000.24,8.80329e-12,1.21387e+06,1.81853e-08
0.705706,0.00464326,2.10732,0.698015,1000.24,8.80331e-12,1.21408e+06,1.81506e-08
0.706707,0.00463442,2.10775,0.697874,1000.24,8.80332e-12,1.2143e+06,1.81161e-08
0.707708,0.00462559,2.10817,0.697732,1000.24,8.80334e-12,1.21451e+06,1.80816e-08
0.708709,0.00461678,2.1086,0.697591,1000.24,8.80335e-12,1.21473e+06,1.80472e-08
0.70971,0.00460798,2.10903,0.697449,1000.24,8.80337e-12,1.21494e+06,1.80128e-08
0.710711,0.0045992,2.10946,0.697307,1000.24,8.80338e-12,1.21516e+06,1.79786e-08
0.711712,0.00459044,2.10989,0.697165,1000.24,8.8034e-12,1.21538e+06,1.79443e-08
0.712713,0.00458169,2.11032,0.697023,1000.24,8.80341e-12,1.21559e+06,1.79102e-08
0.713714,0.00457297,2.11075,0.696881,1000.24,8.80343e-12,1.21581e+06,1.78761e-08
0.714715,0.00456425,2.11119,0.696739,1000.24,8.80344e-12,1.21603e+06,1.78421e-08
0.715716,0.00455556,2.11162,0.696596,1000.24,8.80346e-12,1.21625e+06,1.78081e-08
0.716717,0.00454688,2.11205,0.696453,1000.24,8.80347e-12,1.21646e+06,1.77742e-08
0.717718,0.00453822,2.11249,0.69631,1000.24,8.80349e-12,1.21668e+06,1.77404e-08
0.718719,0.00452957,2.11292,0.696167,1000.24,8.8035e-12,1.2169e+06,1.77066e-08
0.71972,0.00452094,2.11336,0.696024,1000.24,8.80352e-12,1.21712e+06,1.76729e-08
0.720721,0.00451233,2.11379,0.69588,1000.24,8.80353e-12,1.21734e+06,1.76393e-08
0.721722,0.00450373,2.11423,0.695737,1000.25,8.80355e-12,1.21756e+06,1.76057e-08
0.722723,0.00449515,2.11467,0.695593,1000.25,8.80356e-12,1.21778e+06,1.75722e-08
0.723724,0.00448659,2.11511,0.695449,1000.25,8.80358e-12,1.218e+06,1.75387e-08
0.724725,0.00447804,2.11555,0.695305,1000.25,8.80359e-12,1.21822e+06,1.75053e-08
0.725726,0.00446951,2.11599,0.695161,1000.25,8.80361e-12,1.21844e+06,1.7472e-08
0.726727,0.00446099,2.11643,0.695016,1000.25,8.80362e-12,1.21866e+06,1.74388e-08
0.727728,0.00445249,2.11687,0.694872,1000.25,8.80364e-12,1.21889e+06,1.74056e-08
0.728729,0.00444401,2.11731,0.694727,1000.25,8.80365e-12,1.21911e+06,1.73724e-08
0.72973,0.00443554,2.11775,0.694582,1000.25,8.80367e-12,1.21933e+06,1.73394e-08
0.730731,0.00442709,2.1182,0.694437,1000.25,8.80369e-12,1.21955e+06,1.73064e-08
0.731732,0.00441866,2.11864,0.694292,1000.25,8.8037e-12,1.21978e+06,1.72734e-08
0.732733,0.00441024,2.11908,0.694146,1000.25,8.80372e-12,1.22e+06,1.72405e-08
0.733734,0.00440184,2.11953,0.694001,1000.25,8.80373e-12,1.22022e+06,1.72077e-08
0.734735,0.00439345,2.11998,0.693855,1000.25,8.80375e-12,1.22045e+06,1.7175e-08
0.735736,0.00438508,2.12042,0.693709,1000.25,8.80376e-12,1.22067e+06,1.71423e-08
0.736737,0.00437673,2.12087,0.693563,1000.25,8.80378e-12,1.2209e+06,1.71097e-08
0.737738,0.00436839,2.12132,0.693417,1000.25,8.80379e-12,1.22112e+06,1.70771e-08
0.738739,0.00436006,2.12177,0.693271,1000.25,8.80381e-12,1.22135e+06,1.70446e-08
0.73974,0.00435176,2.12222,0.693124,1000.25,8.80382e-12,1.22157e+06,1.70121e-08
