# Time (hours),Membrane Thickness (cm),Voltage (V),Voltage Check(V),Current Density (A/cm^2),Current Density Check(A/cm^2),Power (W),Power Check(W)
0.336336,0.016669,1.933420,1.933420,0.760615,0.760615,1000.000000,1000.000000
0.337337,0.016662,1.933450,1.933450,0.760603,0.760603,1000.000000,1000.000000
0.338338,0.016655,1.933479,1.933479,0.760592,0.760592,1000.000000,1000.000000
0.339339,0.016648,1.933509,1.933509,0.760580,0.760580,1000.000000,1000.000000
0.340340,0.016642,1.933539,1.933539,0.760568,0.760568,1000.000000,1000.000000
0.341341,0.016635,1.933569,1.933569,0.760556,0.760556,1000.000000,1000.000000
0.342342,0.016628,1.933599,1.933599,0.760545,0.760545,1000.000000,1000.000000
0.343343,0.016621,1.933629,1.933629,0.760533,0.760533,1000.000000,1000.000000
0.344344,0.016614,1.933659,1.933659,0.760521,0.760521,1000.000000,1000.000000
0.345345,0.016607,1.933689,1.933689,0.760509,0.760509,1000.000000,1000.000000
0.346346,0.016600,1.933720,1.933720,0.760497,0.760497,1000.000000,1000.000000
0.347347,0.016593,1.933750,1.933750,0.760485,0.760485,1000.000000,1000.000000
0.348348,0.016587,1.933781,1.933781,0.760473,0.760473,1000.000000,1000.000000
0.349349,0.016580,1.933812,1.933812,0.760461,0.760461,1000.000000,1000.000000
0.350350,0.016573,1.933843,1.933843,0.760449,0.760449,1000.000000,1000.000000
0.351351,0.016566,1.933874,1.933874,0.760437,0.760437,1000.000000,1000.000000
0.352352,0.016558,1.933905,1.933905,0.760424,0.760424,1000.000000,1000.000000
0.353353,0.016551,1.933936,1.933936,0.760412,0.760412,1000.000000,1000.000000
0.354354,0.016544,1.933967,1.933967,0.760400,0.760400,1000.000000,1000.000000
0.355355,0.016537,1.933999,1.933999,0.760387,0.760387,1000.000000,1000.000000
0.356356,0.016530,1.934031,1.934031,0.760375,0.760375,1000.000000,1000.000000
0.357357,0.016523,1.934062,1.934062,0.760362,0.760362,1000.000000,1000.000000
0.358358,0.016516,1.934094,1.934094,0.760350,0.760350,1000.000000,1000.000000
0.359359,0.016509,1.934126,1.934126,0.760337,0.760337,1000.000000,1000.000000
0.360360,0.016501,1.934158,1.934158,0.760325,0.760325,1000.000000,1000.000000
0.361361,0.016494,1.934190,1.934190,0.760312,0.760312,1000.000000,1000.000000
0.362362,0.016487,1.934222,1.934222,0.760299,0.760299,1000.000000,1000.000000
0.363363,0.016480,1.934255,1.934255,0.760287,0.760287,1000.000000,1000.000000
0.364364,0.016472,1.934287,1.934287,0.760274,0.760274,1000.000000,1000.000000
0.365365,0.016465,1.934320,1.934320,0.760261,0.760261,1000.000000,1000.000000
0.366366,0.016458,1.934353,1.934353,0.760248,0.760248,1000.000000,1000.000000
0.367367,0.016450,1.934386,1.934386,0.760235,0.760235,1000.000000,1000.000000
0.368368,0.016443,1.934419,1.934419,0.760222,0.760222,1000.000000,1000.000000
0.369369,0.016436,1.934452,1.934452,0.760209,0.760209,1000.000000,1000.000000
0.370370,0.016428,1.934485,1.934485,0.760196,0.760196,1000.000000,1000.000000
0.371371,0.016421,1.934518,1.934518,0.760183,0.760183,1000.000000,1000.000000
0.372372,0.016413,1.934552,1.934552,0.760170,0.760170,1000.000000,1000.000000
0.373373,0.016406,1.934585,1.934585,0.760157,0.760157,1000.000000,1000.000000
0.374374,0.016398,1.934619,1.934619,0.760144,0.760144,1000.000000,1000.000000
0.375375,0.016391,1.934653,1.934653,0.760130,0.760130,1000.000000,1000.000000
0.376376,0.016383,1.934687,1.934687,0.760117,0.760117,1000.000000,1000.000000
0.377377,0.016376,1.934721,1.934721,0.760104,0.760104,1000.000000,1000.000000
0.378378,0.016368,1.934755,1.934755,0.760090,0.760090,1000.000000,1000.000000
0.379379,0.016361,1.934789,1.934789,0.760077,0.760077,1000.000000,1000.000000
0.380380,0.016353,1.934824,1.934824,0.760063,0.760063,1000.000000,1000.000000
0.381381,0.016345,1.934858,1.934858,0.760050,0.760050,1000.000000,1000.000000
0.382382,0.016338,1.934893,1.934893,0.760036,0.760036,1000.000000,1000.000000
0.383383,0.016330,1.934928,1.934928,0.760022,0.760022,1000.000000,1000.000000
0.384384,0.016322,1.934963,1.934963,0.760009,0.760009,1000.000000,1000.000000
0.385385,0.016315,1.934998,1.934998,0.759995,0.759995,1000.000000,1000.000000
0.386386,0.016307,1.935033,1.935033,0.759981,0.759981,1000.000000,1000.000000
0.387387,0.016299,1.935068,1.935068,0.759967,0.759967,1000.000000,1000.000000
0.388388,0.016292,1.935104,1.935104,0.759953,0.759953,1000.000000,1000.000000
0.389389,0.016284,1.935139,1.935139,0.759939,0.759939,1000.000000,1000.000000
0.390390,0.016276,1.935175,1.935175,0.759925,0.759925,1000.000000,1000.000000
0.391391,0.016268,1.935210,1.935210,0.759911,0.759911,1000.000000,1000.000000
0.392392,0.016260,1.935246,1.935246,0.759897,0.759897,1000.000000,1000.000000
0.393393,0.016252,1.935282,1.935282,0.759883,0.759883,1000.000000,1000.000000
0.394394,0.016245,1.935319,1.935319,0.759869,0.759869,1000.000000,1000.000000
0.395395,0.016237,1.935355,1.935355,0.759855,0.759855,1000.000000,1000.000000
0.396396,0.016229,1.935391,1.935391,0.759840,0.759840,1000.000000,1000.000000
0.397397,0.016221,1.935428,1.935428,0.759826,0.759826,1000.000000,1000.000000
0.398398,0.016213,1.935464,1.935464,0.759812,0.759812,1000.000000,1000.000000
0.399399,0.016205,1.935501,1.935501,0.759797,0.759797,1000.000000,1000.000000
0.400400,0.016197,1.935538,1.935538,0.759783,0.759783,1000.000000,1000.000000
0.401401,0.016189,1.935575,1.935575,0.759768,0.759768,1000.000000,1000.000000
0.402402,0.016181,1.935612,1.935612,0.759754,0.759754,1000.000000,1000.000000
0.403403,0.016173,1.935650,1.935650,0.759739,0.759739,1000.000000,1000.000000
0.404404,0.016165,1.935687,1.935687,0.759724,0.759724,1000.000000,1000.000000
0.405405,0.016156,1.935725,1.935725,0.759709,0.759709,1000.000000,1000.000000
0.406406,0.016148,1.935762,1.935762,0.759695,0.759695,1000.000000,1000.000000
0.407407,0.016140,1.935800,1.935800,0.759680,0.759680,1000.000000,1000.000000
0.408408,0.016132,1.935838,1.935838,0.759665,0.759665,1000.000000,1000.000000
0.409409,0.016124,1.935876,1.935876,0.759650,0.759650,1000.000000,1000.000000
0.410410,0.016116,1.935914,1.935914,0.759635,0.759635,1000.000000,1000.000000
0.411411,0.016107,1.935953,1.935953,0.759620,0.759620,1000.000000,1000.000000
0.412412,0.016099,1.935991,1.935991,0.759605,0.759605,1000.000000,1000.000000
0.413413,0.016091,1.936030,1.936030,0.759590,0.759590,1000.000000,1000.000000
0.414414,0.016083,1.936068,1.936068,0.759575,0.759575,1000.000000,1000.000000
0.415415,0.016074,1.936107,1.936107,0.759559,0.759559,1000.000000,1000.000000
0.416416,0.016066,1.936146,1.936146,0.759544,0.759544,1000.000000,1000.000000
0.417417,0.016058,1.936185,1.936185,0.759529,0.759529,1000.000000,1000.000000
0.418418,0.016049,1.936225,1.936225,0.759513,0.759513,1000.000000,1000.000000
0.419419,0.016041,1.936264,1.936264,0.759498,0.759498,1000.000000,1000.000000
0.420420,0.016032,1.936304,1.936304,0.759482,0.759482,1000.000000,1000.000000
0.421421,0.016024,1.936343,1.936343,0.759467,0.759467,1000.000000,1000.000000
0.422422,0.016016,1.936383,1.936383,0.759451,0.759451,1000.000000,1000.000000
0.423423,0.016007,1.936423,1.936423,0.759435,0.759435,1000.000000,1000.000000
0.424424,0.015999,1.936463,1.936463,0.759420,0.759420,1000.000000,1000.000000
0.425425,0.015990,1.936503,1.936503,0.759404,0.759404,1000.000000,1000.000000
0.426426,0.015982,1.936544,1.936544,0.759388,0.759388,1000.000000,1000.000000
0.427427,0.015973,1.936584,1.936584,0.759372,0.759372,1000.000000,1000.000000
0.428428,0.015964,1.936625,1.936625,0.759356,0.759356,1000.000000,1000.000000
0.429429,0.015956,1.936665,1.936665,0.759340,0.759340,1000.000000,1000.000000
0.430430,0.015947,1.936706,1.936706,0.759324,0.759324,1000.000000,1000.000000
0.431431,0.015939,1.936747,1.936747,0.759308,0.759308,1000.000000,1000.000000
0.432432,0.015930,1.936789,1.936789,0.759292,0.759292,1000.000000,1000.000000
0.433433,0.015921,1.936830,1.936830,0.759276,0.759276,1000.000000,1000.000000
0.434434,0.015913,1.936871,1.936871,0.759260,0.759260,1000.000000,1000.000000
0.435435,0.015904,1.936913,1.936913,0.759243,0.759243,1000.000000,1000.000000
0.436436,0.015895,1.936955,1.936955,0.759227,0.759227,1000.000000,1000.000000
0.437437,0.015886,1.936996,1.936996,0.759211,0.759211,1000.000000,1000.000000
0.438438,0.015878,1.937038,1.937038,0.759194,0.759194,1000.000000,1000.000000
0.439439,0.015869,1.937081,1.937081,0.759178,0.759178,1000.000000,1000.000000
0.440440,0.015860,1.937123,1.937123,0.759161,0.759161,1000.000000,1000.000000
0.441441,0.015851,1.937165,1.937165,0.759144,0.759144,1000.000000,1000.000000
0.442442,0.015842,1.937208,1.937208,0.759128,0.759128,1000.000000,1000.000000
0.443443,0.015834,1.937251,1.937251,0.759111,0.759111,1000.000000,1000.000000
0.444444,0.015825,1.937293,1.937293,0.759094,0.759094,1000.000000,1000.000000
0.445445,0.015816,1.937336,1.937336,0.759077,0.759077,1000.000000,1000.000000
0.446446,0.015807,1.937380,1.937380,0.759060,0.759060,1000.000000,1000.000000
0.447447,0.015798,1.937423,1.937423,0.759044,0.759044,1000.000000,1000.000000
0.448448,0.015789,1.937466,1.937466,0.759026,0.759026,1000.000000,1000.000000
0.449449,0.015780,1.937510,1.937510,0.759009,0.759009,1000.000000,1000.000000
0.450450,0.015771,1.937554,1.937554,0.758992,0.758992,1000.000000,1000.000000
0.451451,0.015762,1.937597,1.937597,0.758975,0.758975,1000.000000,1000.000000
0.452452,0.015753,1.937641,1.937641,0.758958,0.758958,1000.000000,1000.000000
0.453453,0.015744,1.937686,1.937686,0.758941,0.758941,1000.000000,1000.000000
0.454454,0.015735,1.937730,1.937730,0.758923,0.758923,1000.000000,1000.000000
0.455455,0.015726,1.937774,1.937774,0.758906,0.758906,1000.000000,1000.000000
0.456456,0.015716,1.937819,1.937819,0.758888,0.758888,1000.000000,1000.000000
0.457457,0.015707,1.937864,1.937864,0.758871,0.758871,1000.000000,1000.000000
0.458458,0.015698,1.937909,1.937909,0.758853,0.758853,1000.000000,1000.000000
0.459459,0.015689,1.937954,1.937954,0.758836,0.758836,1000.000000,1000.000000
0.460460,0.015680,1.937999,1.937999,0.758818,0.758818,1000.000000,1000.000000
0.461461,0.015671,1.938044,1.938044,0.758800,0.758800,1000.000000,1000.000000
0.462462,0.015661,1.938090,1.938090,0.758782,0.758782,1000.000000,1000.000000
0.463463,0.015652,1.938135,1.938135,0.758764,0.758764,1000.000000,1000.000000
0.464464,0.015643,1.938181,1.938181,0.758747,0.758747,1000.000000,1000.000000
0.465465,0.015633,1.938227,1.938227,0.758729,0.758729,1000.000000,1000.000000
0.466466,0.015624,1.938273,1.938273,0.758711,0.758711,1000.000000,1000.000000
0.467467,0.015615,1.938319,1.938319,0.758692,0.758692,1000.000000,1000.000000
0.468468,0.015605,1.938366,1.938366,0.758674,0.758674,1000.000000,1000.000000
0.469469,0.015596,1.938412,1.938412,0.758656,0.758656,1000.000000,1000.000000
0.470470,0.015587,1.938459,1.938459,0.758638,0.758638,1000.000000,1000.000000
0.471471,0.015577,1.938506,1.938506,0.758619,0.758619,1000.000000,1000.000000
0.472472,0.015568,1.938553,1.938553,0.758601,0.758601,1000.000000,1000.000000
0.473473,0.015558,1.938600,1.938600,0.758583,0.758583,1000.000000,1000.000000
0.474474,0.015549,1.938647,1.938647,0.758564,0.758564,1000.000000,1000.000000
0.475475,0.015539,1.938695,1.938695,0.758545,0.758545,1000.000000,1000.000000
0.476476,0.015530,1.938742,1.938742,0.758527,0.758527,1000.000000,1000.000000
0.477477,0.015520,1.938790,1.938790,0.758508,0.758508,1000.000000,1000.000000
0.478478,0.015511,1.938838,1.938838,0.758489,0.758489,1000.000000,1000.000000
0.479479,0.015501,1.938886,1.938886,0.758471,0.758471,1000.000000,1000.000000
0.480480,0.015491,1.938935,1.938935,0.758452,0.758452,1000.000000,1000.000000
0.481481,0.015482,1.938983,1.938983,0.758433,0.758433,1000.000000,1000.000000
0.482482,0.015472,1.939032,1.939032,0.758414,0.758414,1000.000000,1000.000000
0.483483,0.015462,1.939080,1.939080,0.758395,0.758395,1000.000000,1000.000000
0.484484,0.015453,1.939129,1.939129,0.758376,0.758376,1000.000000,1000.000000
0.485485,0.015443,1.939178,1.939178,0.758356,0.758356,1000.000000,1000.000000
0.486486,0.015433,1.939228,1.939228,0.758337,0.758337,1000.000000,1000.000000
0.487487,0.015424,1.939277,1.939277,0.758318,0.758318,1000.000000,1000.000000
0.488488,0.015414,1.939327,1.939327,0.758298,0.758298,1000.000000,1000.000000
0.489489,0.015404,1.939376,1.939376,0.758279,0.758279,1000.000000,1000.000000
0.490490,0.015394,1.939426,1.939426,0.758259,0.758259,1000.000000,1000.000000
0.491491,0.015384,1.939476,1.939476,0.758240,0.758240,1000.000000,1000.000000
0.492492,0.015375,1.939526,1.939526,0.758220,0.758220,1000.000000,1000.000000
0.493493,0.015365,1.939577,1.939577,0.758201,0.758201,1000.000000,1000.000000
0.494494,0.015355,1.939627,1.939627,0.758181,0.758181,1000.000000,1000.000000
0.495495,0.015345,1.939678,1.939678,0.758161,0.758161,1000.000000,1000.000000
0.496496,0.015335,1.939729,1.939729,0.758141,0.758141,1000.000000,1000.000000
0.497497,0.015325,1.939780,1.939780,0.758121,0.758121,1000.000000,1000.000000
0.498498,0.015315,1.939831,1.939831,0.758101,0.758101,1000.000000,1000.000000
0.499499,0.015305,1.939882,1.939882,0.758081,0.758081,1000.000000,1000.000000
0.500501,0.015295,1.939934,1.939934,0.758061,0.758061,1000.000000,1000.000000
0.501502,0.015285,1.939986,1.939986,0.758041,0.758041,1000.000000,1000.000000
0.502503,0.015275,1.940037,1.940037,0.758021,0.758021,1000.000000,1000.000000
0.503504,0.015265,1.940089,1.940089,0.758000,0.758000,1000.000000,1000.000000
0.504505,0.015255,1.940142,1.940142,0.757980,0.757980,1000.000000,1000.000000
0.505506,0.015245,1.940194,1.940194,0.757959,0.757959,1000.000000,1000.000000
0.506507,0.015235,1.940247,1.940247,0.757939,0.757939,1000.000000,1000.000000
0.507508,0.015224,1.940299,1.940299,0.757918,0.757918,1000.000000,1000.000000
0.508509,0.015214,1.940352,1.940352,0.757898,0.757898,1000.000000,1000.000000
0.509510,0.015204,1.940405,1.940405,0.757877,0.757877,1000.000000,1000.000000
0.510511,0.015194,1.940459,1.940459,0.757856,0.757856,1000.000000,1000.000000
0.511512,0.015184,1.940512,1.940512,0.757835,0.757835,1000.000000,1000.000000
0.512513,0.015173,1.940565,1.940565,0.757814,0.757814,1000.000000,1000.000000
0.513514,0.015163,1.940619,1.940619,0.757793,0.757793,1000.000000,1000.000000
0.514515,0.015153,1.940673,1.940673,0.757772,0.757772,1000.000000,1000.000000
0.515516,0.015142,1.940727,1.940727,0.757751,0.757751,1000.000000,1000.000000
0.516517,0.015132,1.940782,1.940782,0.757730,0.757730,1000.000000,1000.000000
0.517518,0.015122,1.940836,1.940836,0.757709,0.757709,1000.000000,1000.000000
0.518519,0.015111,1.940891,1.940891,0.757687,0.757687,1000.000000,1000.000000
0.519520,0.015101,1.940945,1.940945,0.757666,0.757666,1000.000000,1000.000000
0.520521,0.015091,1.941000,1.941000,0.757644,0.757644,1000.000000,1000.000000
0.521522,0.015080,1.941056,1.941056,0.757623,0.757623,1000.000000,1000.000000
0.522523,0.015070,1.941111,1.941111,0.757601,0.757601,1000.000000,1000.000000
0.523524,0.015059,1.941167,1.941167,0.757580,0.757580,1000.000000,1000.000000
0.524525,0.015049,1.941222,1.941222,0.757558,0.757558,1000.000000,1000.000000
0.525526,0.015038,1.941278,1.941278,0.757536,0.757536,1000.000000,1000.000000
0.526527,0.015028,1.941334,1.941334,0.757514,0.757514,1000.000000,1000.000000
0.527528,0.015017,1.941391,1.941391,0.757492,0.757492,1000.000000,1000.000000
0.528529,0.015007,1.941447,1.941447,0.757470,0.757470,1000.000000,1000.000000
0.529530,0.014996,1.941504,1.941504,0.757448,0.757448,1000.000000,1000.000000
0.530531,0.014985,1.941560,1.941560,0.757426,0.757426,1000.000000,1000.000000
0.531532,0.014975,1.941617,1.941617,0.757404,0.757404,1000.000000,1000.000000
0.532533,0.014964,1.941675,1.941675,0.757381,0.757381,1000.000000,1000.000000
0.533534,0.014953,1.941732,1.941732,0.757359,0.757359,1000.000000,1000.000000
0.534535,0.014943,1.941789,1.941789,0.757337,0.757337,1000.000000,1000.000000
0.535536,0.014932,1.941847,1.941847,0.757314,0.757314,1000.000000,1000.000000
0.536537,0.014921,1.941905,1.941905,0.757291,0.757291,1000.000000,1000.000000
0.537538,0.014911,1.941963,1.941963,0.757269,0.757269,1000.000000,1000.000000
0.538539,0.014900,1.942022,1.942022,0.757246,0.757246,1000.000000,1000.000000
0.539540,0.014889,1.942080,1.942080,0.757223,0.757223,1000.000000,1000.000000
0.540541,0.014878,1.942139,1.942139,0.757200,0.757200,1000.000000,1000.000000
0.541542,0.014867,1.942198,1.942198,0.757177,0.757177,1000.000000,1000.000000
0.542543,0.014856,1.942257,1.942257,0.757154,0.757154,1000.000000,1000.000000
0.543544,0.014846,1.942316,1.942316,0.757131,0.757131,1000.000000,1000.000000
0.544545,0.014835,1.942375,1.942375,0.757108,0.757108,1000.000000,1000.000000
0.545546,0.014824,1.942435,1.942435,0.757085,0.757085,1000.000000,1000.000000
0.546547,0.014813,1.942495,1.942495,0.757062,0.757062,1000.000000,1000.000000
0.547548,0.014802,1.942555,1.942555,0.757038,0.757038,1000.000000,1000.000000
0.548549,0.014791,1.942615,1.942615,0.757015,0.757015,1000.000000,1000.000000
0.549550,0.014780,1.942676,1.942676,0.756991,0.756991,1000.000000,1000.000000
0.550551,0.014769,1.942736,1.942736,0.756968,0.756968,1000.000000,1000.000000
0.551552,0.014758,1.942797,1.942797,0.756944,0.756944,1000.000000,1000.000000
0.552553,0.014747,1.942858,1.942858,0.756920,0.756920,1000.000000,1000.000000
0.553554,0.014736,1.942919,1.942919,0.756896,0.756896,1000.000000,1000.000000
0.554555,0.014725,1.942981,1.942981,0.756872,0.756872,1000.000000,1000.000000
0.555556,0.014714,1.943042,1.943042,0.756848,0.756848,1000.000000,1000.000000
0.556557,0.014702,1.943104,1.943104,0.756824,0.756824,1000.000000,1000.000000
0.557558,0.014691,1.943166,1.943166,0.756800,0.756800,1000.000000,1000.000000
0.558559,0.014680,1.943228,1.943228,0.756776,0.756776,1000.000000,1000.000000
0.559560,0.014669,1.943291,1.943291,0.756751,0.756751,1000.000000,1000.000000
0.560561,0.014658,1.943354,1.943354,0.756727,0.756727,1000.000000,1000.000000
0.561562,0.014646,1.943416,1.943416,0.756703,0.756703,1000.000000,1000.000000
0.562563,0.014635,1.943479,1.943479,0.756678,0.756678,1000.000000,1000.000000
0.563564,0.014624,1.943543,1.943543,0.756653,0.756653,1000.000000,1000.000000
0.564565,0.014613,1.943606,1.943606,0.756629,0.756629,1000.000000,1000.000000
0.565566,0.014601,1.943670,1.943670,0.756604,0.756604,1000.000000,1000.000000
0.566567,0.014590,1.943734,1.943734,0.756579,0.756579,1000.000000,1000.000000
0.567568,0.014579,1.943798,1.943798,0.756554,0.756554,1000.000000,1000.000000
0.568569,0.014567,1.943862,1.943862,0.756529,0.756529,1000.000000,1000.000000
0.569570,0.014556,1.943927,1.943927,0.756504,0.756504,1000.000000,1000.000000
0.570571,0.014544,1.943991,1.943991,0.756479,0.756479,1000.000000,1000.000000
0.571572,0.014533,1.944056,1.944056,0.756454,0.756454,1000.000000,1000.000000
0.572573,0.014522,1.944121,1.944121,0.756428,0.756428,1000.000000,1000.000000
0.573574,0.014510,1.944187,1.944187,0.756403,0.756403,1000.000000,1000.000000
0.574575,0.014499,1.944252,1.944252,0.756377,0.756377,1000.000000,1000.000000
0.575576,0.014487,1.944318,1.944318,0.756352,0.756352,1000.000000,1000.000000
0.576577,0.014476,1.944384,1.944384,0.756326,0.756326,1000.000000,1000.000000
0.577578,0.014464,1.944450,1.944450,0.756300,0.756300,1000.000000,1000.000000
0.578579,0.014452,1.944517,1.944517,0.756274,0.756274,1000.000000,1000.000000
0.579580,0.014441,1.944583,1.944583,0.756249,0.756249,1000.000000,1000.000000
0.580581,0.014429,1.944650,1.944650,0.756223,0.756223,1000.000000,1000.000000
0.581582,0.014418,1.944717,1.944717,0.756196,0.756196,1000.000000,1000.000000
0.582583,0.014406,1.944784,1.944784,0.756170,0.756170,1000.000000,1000.000000
0.583584,0.014394,1.944852,1.944852,0.756144,0.756144,1000.000000,1000.000000
0.584585,0.014383,1.944920,1.944920,0.756118,0.756118,1000.000000,1000.000000
0.585586,0.014371,1.944988,1.944988,0.756091,0.756091,1000.000000,1000.000000
0.586587,0.014359,1.945056,1.945056,0.756065,0.756065,1000.000000,1000.000000
0.587588,0.014347,1.945124,1.945124,0.756038,0.756038,1000.000000,1000.000000
0.588589,0.014336,1.945193,1.945193,0.756012,0.756012,1000.000000,1000.000000
0.589590,0.014324,1.945262,1.945262,0.755985,0.755985,1000.000000,1000.000000
0.590591,0.014312,1.945331,1.945331,0.755958,0.755958,1000.000000,1000.000000
0.591592,0.014300,1.945400,1.945400,0.755931,0.755931,1000.000000,1000.000000
0.592593,0.014288,1.945470,1.945470,0.755904,0.755904,1000.000000,1000.000000
0.593594,0.014276,1.945539,1.945539,0.755877,0.755877,1000.000000,1000.000000
0.594595,0.014265,1.945609,1.945609,0.755850,0.755850,1000.000000,1000.000000
0.595596,0.014253,1.945680,1.945680,0.755822,0.755822,1000.000000,1000.000000
0.596597,0.014241,1.945750,1.945750,0.755795,0.755795,1000.000000,1000.000000
0.597598,0.014229,1.945821,1.945821,0.755768,0.755768,1000.000000,1000.000000
0.598599,0.014217,1.945892,1.945892,0.755740,0.755740,1000.000000,1000.000000
0.599600,0.014205,1.945963,1.945963,0.755712,0.755712,1000.000000,1000.000000
0.600601,0.014193,1.946034,1.946034,0.755685,0.755685,1000.000000,1000.000000
0.601602,0.014181,1.946106,1.946106,0.755657,0.755657,1000.000000,1000.000000
0.602603,0.014169,1.946178,1.946178,0.755629,0.755629,1000.000000,1000.000000
0.603604,0.014157,1.946250,1.946250,0.755601,0.755601,1000.000000,1000.000000
0.604605,0.014145,1.946322,1.946322,0.755573,0.755573,1000.000000,1000.000000
0.605606,0.014132,1.946395,1.946395,0.755545,0.755545,1000.000000,1000.000000
0.606607,0.014120,1.946468,1.946468,0.755516,0.755516,1000.000000,1000.000000
0.607608,0.014108,1.946541,1.946541,0.755488,0.755488,1000.000000,1000.000000
0.608609,0.014096,1.946614,1.946614,0.755460,0.755460,1000.000000,1000.000000
0.609610,0.014084,1.946688,1.946688,0.755431,0.755431,1000.000000,1000.000000
0.610611,0.014072,1.946761,1.946761,0.755402,0.755402,1000.000000,1000.000000
0.611612,0.014059,1.946835,1.946835,0.755374,0.755374,1000.000000,1000.000000
0.612613,0.014047,1.946910,1.946910,0.755345,0.755345,1000.000000,1000.000000
0.613614,0.014035,1.946984,1.946984,0.755316,0.755316,1000.000000,1000.000000
0.614615,0.014022,1.947059,1.947059,0.755287,0.755287,1000.000000,1000.000000
0.615616,0.014010,1.947134,1.947134,0.755258,0.755258,1000.000000,1000.000000
0.616617,0.013998,1.947209,1.947209,0.755229,0.755229,1000.000000,1000.000000
0.617618,0.013985,1.947285,1.947285,0.755199,0.755199,1000.000000,1000.000000
0.618619,0.013973,1.947360,1.947360,0.755170,0.755170,1000.000000,1000.000000
0.619620,0.013961,1.947436,1.947436,0.755141,0.755141,1000.000000,1000.000000
0.620621,0.013948,1.947513,1.947513,0.755111,0.755111,1000.000000,1000.000000
0.621622,0.013936,1.947589,1.947589,0.755081,0.755081,1000.000000,1000.000000
0.622623,0.013923,1.947666,1.947666,0.755052,0.755052,1000.000000,1000.000000
0.623624,0.013911,1.947743,1.947743,0.755022,0.755022,1000.000000,1000.000000
0.624625,0.013898,1.947820,1.947820,0.754992,0.754992,1000.000000,1000.000000
0.625626,0.013886,1.947898,1.947898,0.754962,0.754962,1000.000000,1000.000000
0.626627,0.013873,1.947976,1.947976,0.754931,0.754931,1000.000000,1000.000000
0.627628,0.013861,1.948054,1.948054,0.754901,0.754901,1000.000000,1000.000000
0.628629,0.013848,1.948132,1.948132,0.754871,0.754871,1000.000000,1000.000000
0.629630,0.013836,1.948211,1.948211,0.754840,0.754840,1000.000000,1000.000000
0.630631,0.013823,1.948290,1.948290,0.754810,0.754810,1000.000000,1000.000000
0.631632,0.013810,1.948369,1.948369,0.754779,0.754779,1000.000000,1000.000000
0.632633,0.013798,1.948448,1.948448,0.754748,0.754748,1000.000000,1000.000000
0.633634,0.013785,1.948528,1.948528,0.754718,0.754718,1000.000000,1000.000000
0.634635,0.013772,1.948608,1.948608,0.754687,0.754687,1000.000000,1000.000000
0.635636,0.013760,1.948688,1.948688,0.754656,0.754656,1000.000000,1000.000000
0.636637,0.013747,1.948768,1.948768,0.754624,0.754624,1000.000000,1000.000000
0.637638,0.013734,1.948849,1.948849,0.754593,0.754593,1000.000000,1000.000000
0.638639,0.013721,1.948930,1.948930,0.754562,0.754562,1000.000000,1000.000000
0.639640,0.013709,1.949011,1.949011,0.754530,0.754530,1000.000000,1000.000000
0.640641,0.013696,1.949093,1.949093,0.754499,0.754499,1000.000000,1000.000000
0.641642,0.013683,1.949175,1.949175,0.754467,0.754467,1000.000000,1000.000000
0.642643,0.013670,1.949257,1.949257,0.754435,0.754435,1000.000000,1000.000000
0.643644,0.013657,1.949339,1.949339,0.754404,0.754404,1000.000000,1000.000000
0.644645,0.013644,1.949422,1.949422,0.754372,0.754372,1000.000000,1000.000000
0.645646,0.013631,1.949505,1.949505,0.754339,0.754339,1000.000000,1000.000000
0.646647,0.013618,1.949588,1.949588,0.754307,0.754307,1000.000000,1000.000000
0.647648,0.013606,1.949671,1.949671,0.754275,0.754275,1000.000000,1000.000000
0.648649,0.013593,1.949755,1.949755,0.754243,0.754243,1000.000000,1000.000000
0.649650,0.013580,1.949839,1.949839,0.754210,0.754210,1000.000000,1000.000000
0.650651,0.013567,1.949923,1.949923,0.754177,0.754177,1000.000000,1000.000000
0.651652,0.013554,1.950008,1.950008,0.754145,0.754145,1000.000000,1000.000000
0.652653,0.013540,1.950093,1.950093,0.754112,0.754112,1000.000000,1000.000000
0.653654,0.013527,1.950178,1.950178,0.754079,0.754079,1000.000000,1000.000000
0.654655,0.013514,1.950264,1.950264,0.754046,0.754046,1000.000000,1000.000000
0.655656,0.013501,1.950349,1.950349,0.754013,0.754013,1000.000000,1000.000000
0.656657,0.013488,1.950435,1.950435,0.753979,0.753979,1000.000000,1000.000000
0.657658,0.013475,1.950522,1.950522,0.753946,0.753946,1000.000000,1000.000000
0.658659,0.013462,1.950608,1.950608,0.753913,0.753913,1000.000000,1000.000000
0.659660,0.013448,1.950695,1.950695,0.753879,0.753879,1000.000000,1000.000000
0.660661,0.013435,1.950783,1.950783,0.753845,0.753845,1000.000000,1000.000000
0.661662,0.013422,1.950870,1.950870,0.753811,0.753811,1000.000000,1000.000000
0.662663,0.013409,1.950958,1.950958,0.753777,0.753777,1000.000000,1000.000000
0.663664,0.013396,1.951046,1.951046,0.753743,0.753743,1000.000000,1000.000000
0.664665,0.013382,1.951135,1.951135,0.753709,0.753709,1000.000000,1000.000000
0.665666,0.013369,1.951223,1.951223,0.753675,0.753675,1000.000000,1000.000000
0.666667,0.013356,1.951312,1.951312,0.753641,0.753641,1000.000000,1000.000000
